Folder	Index	∆-ML_RE	HF_RE	CC_RE	DFT_RE
1	0	15.185960666887922	78.7804275014496	93.9135066456074	99.8593077169644
1	1	14.361055984146333	81.64513551865821	95.96219779810052	101.97715620242523
1	2	11.83368043870746	85.3796222768724	97.17783469284768	102.92594389282748
1	3	16.11941217434719	81.23946200241335	97.45135080339968	103.94643945185815
1	4	13.16783504261275	79.53060780279338	92.56618970571436	98.42442392761586
1	5	15.27639371398027	83.08344615777605	98.3290002294816	104.32645310470252
1	6	12.468402935501215	85.58416323550045	98.00880885732477	103.5994121103722
2	0	7.714433321379602	97.27329759451096	104.930307383358	108.24673461589556
2	1	8.058323489092118	99.17612855447804	107.29831589985406	110.06453773146497
2	2	7.978862912913541	100.0678612722113	108.0751084798394	111.60459767356224
2	3	8.857831673438795	99.64640487596624	108.53468915596022	111.43569502976608
2	4	8.472800604997246	101.09835834352998	109.4590023132332	113.08695232556784
2	5	8.198630348309962	101.00070465635508	109.29362568099168	112.28979235867156
3	0	5.455986869354092	-9.348250073060626	-3.853035926789744	0.4039208878239151
3	1	3.916135707396734	-9.523891111806734	-5.623891662136884	-1.2329394880507607
3	2	5.429255441596297	-9.47101246814418	-4.119504626301932	0.1951090505463071
3	3	6.6899310409114605	-7.912515336502111	-1.1705021012749055	3.462091407360276
3	4	5.348722345310989	-12.316729834215948	-6.944377244901261	-2.1729525060218293
3	5	-2.7596430389780835	10.676790828147205	7.919085386907682	13.99399751907913
3	6	4.9153734964666	-9.332808494422352	-4.442281125346199	-0.1912578802148345
3	7	-1.0169229547286704	10.048155306314584	8.985027061513392	14.858301602391291
3	8	5.503833337876358	-9.204186324699547	-3.7306817096832674	0.2294536489062011
3	9	-0.3639256547703553	11.15928250842262	10.777417065313784	16.8420924640086
3	10	2.3167245901281603	2.5761608120810706	4.8255325285717845	10.2122266915394
3	11	0.3443637269099326	19.69950401247479	20.0493148045789	25.287210816459265
3	12	-0.7754529939475105	11.356155717832737	10.566160772548756	16.77234015974682
3	13	1.3824348264597577	22.16511548214476	23.414299068128457	29.43402416055324
3	14	-1.0709101845875466	9.937306172214448	8.768026298610494	14.564662550517824
3	15	3.5344939949809486	-5.010711555572925	-1.52819972121506	2.382691391510889
3	16	-1.1343709060899982	10.06551093966118	8.940298139874358	14.942563824908577
3	17	1.230162176552085	4.210221594723407	5.431812813912984	10.855632719845744
3	18	-0.136849211907247	11.104552074422829	10.927882519550622	17.322379522229312
3	19	3.630942712552496	-14.547412997300851	-10.884807064430788	-6.161217550426954
3	20	2.3149191942193283	3.7047289728361648	6.002743045595707	10.35064743773546
3	21	5.07996350715689	-9.184900494030444	-4.075183882610872	0.120472447713837
3	22	-0.0636155758515997	7.144209167774534	7.065642987552565	12.7275620738219
3	23	0.6784292809475119	10.296915540762711	11.219100176909706	17.614284394396236
3	24	-0.7027160284683305	11.03721885860432	10.298739657941042	16.407742718583904
3	25	0.1207830421412836	6.751613487838768	6.836355377046857	12.402758521668147
3	26	-0.6642098177512707	11.701584938913584	11.08966626349138	17.423575363587588
3	27	4.610024088914997	-8.811765907652443	-4.416367592028109	-0.0508538966823834
3	28	0.7563721668175276	0.3704180123459082	1.1154234477726277	5.437859381898306
3	29	-0.028903450251164	8.73468715546187	8.71031639634748	14.112244589952752
3	30	5.418051709433257	-2.3604583778069355	3.0166539812344126	7.5126208817528095
3	31	0.9336806732367222	6.130977792257909	7.126087912532967	12.786906993889716
3	32	5.910354090357487	-9.310773804492785	-3.4444359823246486	0.3047451813181396
3	33	5.16726055839581	-9.018539161450462	-3.823430343414657	0.462970628432231
3	34	5.837497540841014	-8.940494157548528	-3.090767101646634	0.5692952139361296
3	35	0.9610488922166952	10.71095785763464	11.325611555745128	17.49425471597351
4	0	-10.8550711357434	-10.844256777898408	-21.74831508166972	-21.66862352949101
4	1	-8.16318940015617	-5.821032377978554	-14.003701545880176	-13.220267426688224
4	2	-11.88314077248333	-4.510527552803978	-16.503789060981944	-15.865025191917084
4	3	-17.820249724224595	15.806547361658886	-2.079952508531278	-0.6141048487334047
5	0	-9.740588643729325	16.621879317681305	6.827290137298405	10.16499796838616
5	1	-10.697785731011209	18.332170211389894	7.668344221223378	11.690644847927617
5	2	-5.1941674875395165	19.514465656946413	14.313580083486158	17.617858833895298
5	3	-4.037781752821502	19.9050827116007	15.801271027768962	18.77255268825684
5	4	2.100138215184643	25.05735590789118	27.22838052266161	29.30733680029516
5	5	-8.954279075392833	18.17714100508601	9.012808527768357	12.94477269091294
5	6	-17.690650039975253	46.03816042179824	28.310224993911103	33.813777961651795
5	7	-9.389103484693578	14.17173018149333	4.811041059001582	9.514701343199704
5	8	-14.79390401744945	38.39115214525373	23.487046983267646	28.78355919077876
5	9	-11.619120484899211	21.334378844912862	9.733837545412824	14.100864035804989
5	10	-7.654098129509066	25.6103032497922	17.893798645032803	20.889531777822413
5	11	-4.681846206937962	18.181206641718745	13.684112063172506	16.47226711679832
5	12	-7.674419022710708	27.680902257270645	19.82288905180758	22.221672339364886
5	13	-7.975230113966973	19.359727017959813	11.164545005798573	15.18526826694142
5	14	-12.15328035983839	33.408743232284905	21.057848674769048	23.12734075894696
5	15	-16.83338375499102	46.2819325835153	29.339735058747465	34.6763455591572
5	16	-8.347209338865923	15.257444271774148	6.786184083059197	10.799811505290563
5	17	-6.598128150638786	17.09350700795767	10.326622592052445	12.40137717378093
5	18	-3.2792767239093337	41.09303637192352	37.72886615814059	38.8197481961397
5	19	-13.619235480005043	27.416096248693066	13.801485125906764	17.16595743750804
5	20	-4.563804397421791	18.094345455785515	13.611128926859235	16.192310096870642
5	21	-3.5805458035326865	19.93996001672349	16.50636265744106	19.56863340496784
5	22	-8.79234513741062	12.747604302014224	3.8600971744454	6.595691824710229
5	23	-2.1333351768430475	31.53078345299582	29.294339677057	31.123629426932894
5	24	-11.635922647836423	23.280031590082217	11.52481160996831	15.25223712058505
5	25	-11.551640378761933	21.27582952583907	9.735795415850587	14.6013731972198
5	26	-6.003224490596494	18.354396306793205	12.378034930792635	16.736558867356507
5	27	-8.995036765733857	20.985573508020025	11.970569582597818	15.14298610680271
5	28	-13.892597718025854	32.259164285555016	18.40859634010121	23.69262107022223
5	29	-11.089202000738853	17.311709243775113	6.118488008796703	9.683887636027066
5	30	-10.654958977989963	19.8673758340301	9.384577908786014	13.15817364733084
5	31	-7.6842284171173105	29.251010552048683	21.4353832807974	22.428846852795687
5	32	-12.23350938976114	26.610742744029267	14.456317830103217	19.007524810527684
5	33	-8.17833093014201	16.59675907937344	8.397555246192496	12.595054142380832
5	34	-9.013822376982716	28.059774395573186	19.013027141307248	21.821761742059607
5	35	0.1194812742298836	36.37025168337277	36.5122307263955	37.25471099326387
5	36	-7.0265654803497455	23.79173220624216	16.80985793794389	19.90191645003506
5	37	0.6446551017588718	22.94973954372108	23.57722893881146	24.81472756678704
5	38	-8.106486662510406	19.15212587789574	10.952280951736611	14.796286230106489
5	39	-11.745089428527764	28.88350513135083	17.24753998342203	19.662138436193345
5	40	-8.061683896854674	15.262775951850928	7.124035492422991	11.182050534989685
5	41	-12.73168830393888	26.763652653666213	14.056335744011449	18.496273881872185
5	42	-15.367837305590683	28.98502613144228	13.532832559169035	17.76112928733346
5	43	-12.358633907812646	32.37216961380909	20.0705469752138	22.00701687001856
5	44	-11.158230699112435	24.53529864148004	13.39461013674736	17.501804854662623
5	45	-12.469890114859254	33.63491300903843	21.05531889401027	23.31024367516511
5	46	-11.172042273830584	29.256672002986303	18.04595446321764	20.069956616178388
5	47	-8.506677787406943	16.58907057531178	8.16843828643323	12.78824913824792
5	48	-15.554522935610748	30.445168524543988	14.938288334058598	19.45619306876324
5	49	-9.75398404733005	21.24719941848889	11.387931331933942	15.461962169531034
5	50	-7.2246475544004625	16.161862790584564	8.99314219225198	12.295407726080157
5	51	-10.596884692744425	16.328719932585955	5.768245977873448	9.930267985531827
5	52	-12.549683500526044	26.946673180471407	14.358348208654206	19.09356272238074
5	53	-10.831539174179852	23.25057129029301	12.489472117827972	14.972471506131114
5	54	-9.773573364283038	20.825327926082537	11.06752318731742	15.0255115761247
5	55	-0.0242165760062107	24.48173970123753	24.51030062590144	25.08059898900683
5	56	-14.00703365189247	27.59586057634442	13.561644847650314	18.00455784163205
5	57	-5.847685056468663	17.94649510763702	12.038866744056577	16.333419743954437
5	58	-3.6175577700157646	14.32551409926964	10.717057465662949	11.982130011776462
5	59	-7.906689036333546	25.485368517955067	17.58992285959539	19.82227101974422
5	60	-12.407132754577788	28.049978125229245	15.61161126793013	18.369072263565613
5	61	-9.114831158137576	19.256434940791223	10.110878648265498	14.483633466181344
5	62	-8.02473357095323	15.231346251239302	7.161345722532133	11.229163953685202
5	63	-11.42406597754666	31.48011634958675	20.00856619424303	23.237415046838574
5	64	-0.6026756489454783	26.5597251150175	26.053183222102238	26.912360867339885
5	65	-9.988660982794954	15.038808491051896	5.055735656700563	8.662896267720498
5	66	-7.794042873362969	21.690595954976743	13.89350042300066	17.940337847336195
5	67	-8.011432963021662	29.368999340804294	21.3076443435275	24.42191050227848
5	68	-11.930000061424153	22.576076862751503	10.6374673814571	15.61449157432071
5	69	-9.382691888964928	17.3668247947935	8.038589276809944	12.333066175779097
5	70	-4.086889968693185	30.495953238540096	26.462712520878995	28.00458274356788
5	71	-12.772169549923092	20.783350169862388	8.045484485919587	10.73208394809626
5	72	-6.166617676899705	17.211857852817047	10.98131462483434	14.440756334835896
5	73	-3.199969262359218	19.16688254778273	16.008842188632116	18.866537386202253
5	74	-10.46200783298741	18.953029597760175	8.385547435551416	11.961306019045878
5	75	-9.544580261020656	18.694606846256647	9.140033206960652	13.405356516159372
5	76	-4.032073324359772	20.5325767188624	16.513220969121903	18.74022822469124
5	77	-6.762489772791696	25.303620952909117	18.41682677526842	21.118863203941142
5	78	-9.880933324456237	17.314661038981285	7.420243528555147	10.493166105792625
5	79	-10.084297433341362	14.627607277070638	4.5111571153393015	7.873443253629375
5	80	-7.7383258327479325	14.680559715634445	6.942562352080131	11.242631519271526
5	81	-4.131447983367025	20.7851166347682	16.475373420020333	19.47433046658989
5	82	-9.802980764980475	15.498368412314449	5.655445891636191	9.743197964737192
5	83	-10.515979900106233	32.9389996175305	22.431127575808205	25.951477734866785
5	84	-7.266385443730542	14.104853571479907	6.707700922124786	10.699807912431424
5	85	-11.604873513305847	26.42162260928308	14.824660361453423	18.282252587290717
5	86	-12.280003654917437	25.834533604851455	13.668313040572684	17.354364990489557
5	87	-10.981158468093554	21.01381158005097	9.674969985964708	13.915535112930227
5	88	-8.94996506172356	17.798381865170086	8.799455999251222	12.18021853058599
5	89	0.2969970438882683	25.80975236173253	26.21845838634181	27.63640625073458
5	90	-11.432328916981078	13.47053123175283	2.111905691534048	6.3135624680435285
5	91	-15.924157232787366	28.24733100135927	12.315090204239825	16.599392634117976
5	92	-5.008554887605442	18.1642453497916	13.33469100028742	16.107416005717823
5	93	-13.679124989687352	28.78387512511108	15.022451394674135	17.516946641611867
5	94	-7.3441449261652	20.65773052928853	13.21928503230447	16.725429676967906
5	95	-12.45087399367958	17.586110892880242	5.15069121849956	7.848841885512229
5	96	-15.253807127341588	35.10290533254738	19.753489579365123	24.68956222594716
5	97	-9.766894977564109	19.7882884775172	10.01819458504906	12.819178417295916
5	98	-4.630210103910713	20.785524812730728	16.072250439261552	18.604390299355146
5	99	-10.6876479369962	33.98099024142721	23.27508733308059	24.82112235436216
5	100	-12.348649989048909	22.7044038529566	10.481188274367014	14.898842664581023
5	101	-10.024121997980728	18.75429998591426	8.755965447955532	12.489509015285876
5	102	-10.331894080818527	19.33183255328913	8.516323493386153	12.737561280024238
5	103	-11.878386888865634	19.254177278693533	7.352296892815502	11.016106604685774
5	104	-12.940801845517854	22.343957373843292	9.461979513580443	14.30803393703536
5	105	-1.0067711608512582	23.02926044524065	22.046529416023983	24.42731597722741
5	106	-3.970656191750322	20.406452044582693	16.443987535109045	19.31325238617137
5	107	-12.22666033583664	29.939396865753224	17.652127331268275	20.622744837863134
5	108	-12.065115512022658	16.600893898750655	4.642122272576671	8.689988213038305
5	109	-9.383311384405031	13.751539828663226	4.37523617077386	7.816298343415838
5	110	-11.278346172693546	17.40487527975347	6.171608791977633	9.28902045750874
5	111	-12.051188272881744	16.22168507130118	4.293595972645562	8.371786996576702
5	112	-7.88553506620201	15.666694533603732	7.777106343884952	11.121746281482046
5	113	-9.109991107816311	29.097125166357728	19.9879520557588	23.111299596959725
5	114	-5.511749332111322	19.4570486281591	13.889021996204974	15.98075862461701
5	115	-11.868127525166074	23.992827866459265	12.097561346687144	15.763006076362217
5	116	-10.555938393974884	20.510043913527625	10.09040748726693	14.173664991016269
5	117	-5.035386555097375	54.27969714906067	49.24333956663031	50.02838103051181
5	118	-8.100435575275242	16.436513497435953	8.357996578357415	11.256760932679754
5	119	-10.11338056689101	16.5757967212121	6.429538040159969	10.42434776807204
5	120	-9.44784067799037	14.826696638920112	5.400011832767632	8.682557991007343
5	121	-10.261942791831643	23.94663918984588	13.666272150934674	17.716384223051136
5	122	-9.477355873360466	19.749871324165724	10.27732300007483	13.83164186484646
5	123	-13.153929784388763	30.388374140049564	17.1682266301068	20.140707457379904
5	124	-7.040094282537211	19.32640171132516	12.364030046213884	15.923230903485091
5	125	-13.186964032770902	23.14498926574015	9.947955695854034	13.87281018352951
5	126	-9.899143952486156	15.178200101101538	5.180866406153655	8.076026341848774
5	127	0.2534240310446876	27.839697308605537	28.13004095791257	29.878898900700733
