Folder	Index	∆-ML_RE	R2S_RE	DFT_RE
1	0	-4.683665353552641	104.57545778463827	99.8593077169644
1	1	-4.698654127914175	106.66645185204106	101.97715620242523
1	2	-4.557078968545106	107.50874661238048	102.92594389282748
1	3	-4.792176405910546	108.70340500643944	103.94643945185815
1	4	-4.667018447821739	103.22117875903496	98.42442392761586
1	5	-5.15834616769267	109.47603970611816	104.32645310470252
1	6	-4.564858798198571	108.26805211187455	103.5994121103722
2	0	-5.783087964065231	114.06380282519967	108.24673461589556
2	1	-6.33793099424534	116.3721735482104	110.06453773146497
2	2	-6.030118391875838	117.60531366607756	111.60459767356224
2	3	-6.443781651046123	117.8747756703524	111.43569502976608
2	4	-5.870144968417733	119.05207843112294	113.08695232556784
2	5	-6.203361229357455	115.916789955867	109.60423063705092
2	6	-6.390721463874627	118.63974723301362	112.28979235867156
2	7	-6.358271925018897	115.6380966733268	109.35588780493708
3	0	-4.398160503492214	4.662122991139768	0.4039208878239151
3	1	-4.527950761112834	3.31235006544739	-1.2329394880507607
3	2	-4.502604536138364	4.7609850694279885	0.1951090505463071
3	3	-4.782224811242763	8.22517271261313	3.462091407360276
3	4	-5.315284965757158	3.1228817110240925	-2.1729525060218293
3	5	-3.742391212906604	17.78687447606353	13.99399751907913
3	6	-4.505814576836414	4.347789087565616	-0.1912578802148345
3	7	-4.025760435795867	18.970325272763148	14.858301602391291
3	8	-4.683993991524119	4.94325842303806	0.2294536489062011
3	9	-4.1623680542456185	21.03578631169512	16.8420924640086
3	10	-4.252680210531736	14.568852716038236	10.2122266915394
3	11	-5.799739605847641	31.12891498519457	25.287210816459265
3	12	-4.2525805636438605	21.07647957580048	16.77234015974682
3	13	-6.155620966042044	35.63113369574421	29.43402416055324
3	14	-4.1988703637963525	18.729193584091263	14.564662550517824
3	15	-5.157429331006675	7.618179845449049	2.382691391510889
3	16	-3.993357615175441	18.87420282937819	14.942563824908577
3	17	-4.237154427279975	15.121956872113516	10.855632719845744
3	18	-4.301702261435572	21.64358400425408	17.322379522229312
3	19	-4.856689092704443	-1.306872733432101	-6.161217550426954
3	20	-4.373860671577312	14.789833790273406	10.35064743773546
3	21	-4.479709389872838	4.572923429950606	0.120472447713837
3	22	-4.085694735837052	16.81039756303653	12.7275620738219
3	23	-4.312121111971052	16.64301002040156	12.402758521668147
3	24	-4.281532680528429	21.786058856669115	17.423575363587588
3	25	-4.648068324770392	4.409848275594413	-0.0508538966823834
3	26	-4.807413286179781	10.22796344969538	5.437859381898306
3	27	-4.003985930117494	17.96169454677147	14.112244589952752
3	28	-6.862987527648144	14.268366882984992	7.5126208817528095
3	29	-4.454734610390844	17.179863160214154	12.786906993889716
3	30	-5.182179413970211	5.429146973823663	0.3047451813181396
3	31	-4.437589151212464	4.890561960404739	0.462970628432231
3	32	-4.705285732814858	5.386601919453824	0.5692952139361296
3	33	-4.389320098575723	21.79864318977343	17.49425471597351
4	0	0.076359457810291	-21.700159310246818	-21.66862352949101
4	1	-0.9525826990855748	-12.32677746837726	-13.220267426688224
4	2	-1.091902238333816	-14.710654190159405	-15.865025191917084
4	3	-0.277534305100815	-0.3426503826631233	-0.6141048487334047
5	0	3.131730240317907	7.0469913316192105	10.16499796838616
5	1	1.763840228241527	9.818049033958232	11.690644847927617
5	2	2.5091199668144317	15.06642161271884	17.617858833895298
5	3	1.1363557183496056	17.65606843912974	18.77255268825684
5	4	0.0554690571660003	29.32628363571712	29.30733680029516
5	5	3.174328061232337	9.863363702432252	12.94477269091294
5	6	1.9661630421475564	31.78984960357775	33.813777961651795
5	7	3.1548075144581844	6.303810013429029	9.514701343199704
5	8	1.512215423903136	27.107416877785	28.78355919077876
5	9	2.758184204329432	11.586298887617886	14.100864035804989
5	10	2.2165834055979445	18.777990448463243	20.889531777822413
5	11	1.6730960277210016	14.664751468691977	16.47226711679832
5	12	1.6818406822510568	20.55302481891704	22.221672339364886
5	13	2.2051738550489333	13.027547485398827	15.18526826694142
5	14	2.9008502905535494	20.301250524877105	23.12734075894696
5	15	1.5617218989156427	33.096803050197195	34.6763455591572
5	16	2.4704903400023	8.442424839333398	10.799811505290563
5	17	2.45433943235345	10.091823426599149	12.40137717378093
5	18	0.9180763186117318	38.01762782968581	38.8197481961397
5	19	0.8734849783175207	16.32022199089988	17.16595743750804
5	20	1.7052964143471598	14.45449371295399	16.192310096870642
5	21	1.4989235573791433	17.97309585576295	19.56863340496784
5	22	2.889996658039536	3.768988170631928	6.595691824710229
5	23	-0.3142170604232888	31.473366424121195	31.123629426932894
5	24	2.311239585045257	13.075594870460918	15.25223712058505
5	25	3.205148577108268	11.437101782939862	14.6013731972198
5	26	2.4891708136750665	14.208802884386388	16.736558867356507
5	27	1.4276167087085767	13.64977668915526	15.14298610680271
5	28	2.450896377886785	21.14513187512057	23.69262107022223
5	29	2.267720700079167	7.471328034240287	9.683887636027066
5	30	1.6273001115789398	11.386275559285425	13.15817364733084
5	31	2.2107724519425034	20.259228952927515	22.428846852795687
5	32	1.759620507892734	17.118214456248097	19.007524810527684
5	33	2.252295831090158	10.191792428086046	12.595054142380832
5	34	1.6504123440449163	20.14046762397629	21.821761742059607
5	35	-0.8828660918399223	38.08432687073946	37.25471099326387
5	36	2.2924399953477845	17.554715783626307	19.90191645003506
5	37	-0.2053032533464005	24.923588851321256	24.81472756678704
5	38	1.828256737608335	13.019065686341492	14.796286230106489
5	39	3.3056202556622907	16.43230949534336	19.662138436193345
5	40	2.465930806687062	8.735125312610762	11.182050534989685
5	41	1.6238930675031966	16.744194331316976	18.496273881872185
5	42	2.930956213236456	14.82353729562601	17.76112928733346
5	43	2.383418516332341	19.476668841874925	22.00701687001856
5	44	1.865872823469452	15.499343888426663	17.501804854662623
5	45	2.963244082892274	20.249836248345677	23.31024367516511
5	46	2.055026925193957	17.90268170373747	20.069956616178388
5	47	3.393595705604696	9.300723864260362	12.78824913824792
5	48	1.970767768481828	17.445070428424515	19.45619306876324
5	49	1.9717130317646931	13.5800266910519	15.461962169531034
5	50	3.3423679238055115	9.015123842138564	12.295407726080157
5	51	3.32063732324513	6.629697427822975	9.930267985531827
5	52	1.891519987331492	17.17008303257171	19.09356272238074
5	53	3.0565310648300823	11.881872749043396	14.972471506131114
5	54	1.981381226772484	13.040892828197684	15.0255115761247
5	55	-0.6948832751391052	25.69290047534741	25.08059898900683
5	56	1.7066301185983264	16.303756508306833	18.00455784163205
5	57	2.50829914300823	13.985361212049613	16.333419743954437
5	58	2.255073914902084	9.818381110933842	11.982130011776462
5	59	2.097948007976356	17.809218182082986	19.82227101974422
5	60	3.659061566966102	14.746486216579797	18.369072263565613
5	61	2.252800447724852	12.206620955024846	14.483633466181344
5	62	2.47039245982802	8.722280391288223	11.229163953685202
5	63	2.521904011670045	20.86860170494765	23.237415046838574
