Folder	Index	∆-ML_RE	R2S_RE	CC_RE	DFT_RE
1	0	-10.60510507514394	104.57545778463827	93.9135066456074	99.8593077169644
1	1	-10.678069334596898	106.66645185204106	95.96219779810052	101.97715620242523
1	2	-10.306703655582652	107.50874661238048	97.17783469284768	102.92594389282748
1	3	-11.247817318798296	108.70340500643944	97.45135080339968	103.94643945185815
1	4	-10.605174754850111	103.22117875903496	92.56618970571436	98.42442392761586
1	5	-11.144337777127047	109.47603970611816	98.3290002294816	104.32645310470252
1	6	-10.139968387690717	108.26805211187455	98.00880885732477	103.5994121103722
2	0	-9.10904198154121	114.06380282519967	104.930307383358	108.24673461589556
2	1	-9.257988565962023	116.3721735482104	107.29831589985406	110.06453773146497
2	2	-9.56020477756948	117.60531366607756	108.0751084798394	111.60459767356224
2	3	-9.34767833421617	117.8747756703524	108.53468915596022	111.43569502976608
2	4	-9.467293036967275	119.05207843112294	109.4590023132332	113.08695232556784
2	5	-9.216882202356516	115.916789955867	106.65931680964422	109.60423063705092
2	6	-9.33238312109856	118.63974723301362	109.29362568099168	112.28979235867156
2	7	-9.260755238203387	115.6380966733268	106.39779928533244	109.35588780493708
3	0	-8.58794956763765	4.662122991139768	-3.853035926789744	0.4039208878239151
3	1	-8.925117559674476	3.31235006544739	-5.623891662136884	-1.2329394880507607
3	2	-8.83804792135615	4.7609850694279885	-4.119504626301932	0.1951090505463071
3	3	-9.417421688853068	8.22517271261313	-1.1705021012749055	3.462091407360276
3	4	-10.06882480691283	3.1228817110240925	-6.944377244901261	-2.1729525060218293
3	5	-9.899799921763332	17.78687447606353	7.919085386907682	13.99399751907913
3	6	-8.750198008179268	4.347789087565616	-4.442281125346199	-0.1912578802148345
3	7	-9.874788807248391	18.970325272763148	8.985027061513392	14.858301602391291
3	8	-8.65082638672169	4.94325842303806	-3.7306817096832674	0.2294536489062011
3	9	-10.266313871422769	21.03578631169512	10.777417065313784	16.8420924640086
3	10	-9.759387252150844	14.568852716038236	4.8255325285717845	10.2122266915394
3	11	-11.0745969396458	31.12891498519457	20.0493148045789	25.287210816459265
3	12	-10.495011732103222	21.07647957580048	10.566160772548756	16.77234015974682
3	13	-12.160007885712588	35.63113369574421	23.414299068128457	29.43402416055324
3	14	-9.826888189806851	18.729193584091263	8.768026298610494	14.564662550517824
3	15	-9.07740922572603	7.618179845449049	-1.52819972121506	2.382691391510889
3	16	-9.973727407060125	18.87420282937819	8.940298139874358	14.942563824908577
3	17	-9.703866551410158	15.121956872113516	5.431812813912984	10.855632719845744
3	18	-10.694188966312764	21.64358400425408	10.927882519550622	17.322379522229312
3	19	-9.52620079649796	-1.306872733432101	-10.884807064430788	-6.161217550426954
3	20	-8.758002612856785	14.789833790273406	6.002743045595707	10.35064743773546
3	21	-8.723535443605158	4.572923429950606	-4.075183882610872	0.120472447713837
3	22	-9.717414293948169	16.81039756303653	7.065642987552565	12.7275620738219
3	23	-9.76078548108282	16.64301002040156	6.836355377046857	12.402758521668147
3	24	-10.685494709010896	21.786058856669115	11.08966626349138	17.423575363587588
3	25	-8.871326565210097	4.409848275594413	-4.416367592028109	-0.0508538966823834
3	26	-9.127184488840584	10.22796344969538	1.1154234477726277	5.437859381898306
3	27	-9.225019440335558	17.96169454677147	8.71031639634748	14.112244589952752
3	28	-11.279253254383915	14.268366882984992	3.0166539812344126	7.5126208817528095
3	29	-10.101744499671696	17.179863160214154	7.126087912532967	12.786906993889716
3	30	-8.884597379273572	5.429146973823663	-3.4444359823246486	0.3047451813181396
3	31	-8.735409973716116	4.890561960404739	-3.823430343414657	0.462970628432231
3	32	-8.335061691061725	5.386601919453824	-3.090767101646634	0.5692952139361296
3	33	-10.449324100904876	21.79864318977343	11.325611555745128	17.49425471597351
4	0	-0.1573631357904901	-21.700159310246818	-21.74831508166972	-21.66862352949101
4	1	-1.7506088534519222	-12.32677746837726	-14.003701545880176	-13.220267426688224
4	2	-1.8065656391947584	-14.710654190159405	-16.503789060981944	-15.865025191917084
4	3	-1.809641980893673	-0.3426503826631233	-2.079952508531278	-0.6141048487334047
5	0	-0.1561047780108992	7.0469913316192105	6.827290137298405	10.16499796838616
5	1	-2.161000481377698	9.818049033958232	7.668344221223378	11.690644847927617
5	2	-0.7772822447043382	15.06642161271884	14.313580083486158	17.617858833895298
5	3	-1.8085274852449231	17.65606843912974	15.801271027768962	18.77255268825684
5	4	-2.0390402544581434	29.32628363571712	27.22838052266161	29.30733680029516
5	5	-0.8376033010362391	9.863363702432252	9.012808527768357	12.94477269091294
5	6	-3.4877109477174884	31.78984960357775	28.310224993911103	33.813777961651795
5	7	-1.4796505089190646	6.303810013429029	4.811041059001582	9.514701343199704
5	8	-3.612750440864289	27.107416877785	23.487046983267646	28.78355919077876
5	9	-1.8104315208871355	11.586298887617886	9.733837545412824	14.100864035804989
5	10	-0.8485643041204867	18.777990448463243	17.893798645032803	20.889531777822413
5	11	-1.0819302215298592	14.664751468691977	13.684112063172506	16.47226711679832
5	12	-0.697618193104347	20.55302481891704	19.82288905180758	22.221672339364886
5	13	-1.7794849737585423	13.027547485398827	11.164545005798573	15.18526826694142
5	14	0.8155165519074785	20.301250524877105	21.057848674769048	23.12734075894696
5	15	-3.742255795716488	33.096803050197195	29.339735058747465	34.6763455591572
5	16	-1.5242143308658171	8.442424839333398	6.786184083059197	10.799811505290563
5	17	0.2963899135548899	10.091823426599149	10.326622592052445	12.40137717378093
5	18	-0.1904974891984352	38.01762782968581	37.72886615814059	38.8197481961397
5	19	-2.508389664358788	16.32022199089988	13.801485125906764	17.16595743750804
5	20	-0.8686372771712456	14.45449371295399	13.611128926859235	16.192310096870642
5	21	-1.5436139042923287	17.97309585576295	16.50636265744106	19.56863340496784
5	22	0.1661198548528375	3.768988170631928	3.8600971744454	6.595691824710229
5	23	-2.105124040561435	31.473366424121195	29.294339677057	31.123629426932894
5	24	-1.4589720112017517	13.075594870460918	11.52481160996831	15.25223712058505
5	25	-1.7173993819632472	11.437101782939862	9.735795415850587	14.6013731972198
5	26	-1.742421880649971	14.208802884386388	12.378034930792635	16.736558867356507
5	27	-1.660368016804739	13.64977668915526	11.970569582597818	15.14298610680271
5	28	-2.7373666756674595	21.14513187512057	18.40859634010121	23.69262107022223
5	29	-1.3407657596669935	7.471328034240287	6.118488008796703	9.683887636027066
5	30	-2.1402129726425017	11.386275559285425	9.384577908786014	13.15817364733084
5	31	1.259712635628432	20.259228952927515	21.4353832807974	22.428846852795687
5	32	-2.6981253133760674	17.118214456248097	14.456317830103217	19.007524810527684
5	33	-1.8004345869936174	10.191792428086046	8.397555246192496	12.595054142380832
5	34	-1.135896286280797	20.14046762397629	19.013027141307248	21.821761742059607
5	35	-1.548214834820442	38.08432687073946	36.5122307263955	37.25471099326387
5	36	-0.7459477212588865	17.554715783626307	16.80985793794389	19.90191645003506
5	37	-1.3487108630385194	24.923588851321256	23.57722893881146	24.81472756678704
5	38	-1.9967774626610435	13.019065686341492	10.952280951736611	14.796286230106489
5	39	0.8373976060705672	16.43230949534336	17.24753998342203	19.662138436193345
5	40	-1.5298850081247792	8.735125312610762	7.124035492422991	11.182050534989685
5	41	-2.7202842204038404	16.744194331316976	14.056335744011449	18.496273881872185
5	42	-1.3204018008250389	14.82353729562601	13.532832559169035	17.76112928733346
5	43	0.5481398512454803	19.476668841874925	20.0705469752138	22.00701687001856
5	44	-2.1234486009279863	15.499343888426663	13.39461013674736	17.501804854662623
5	45	0.735829533056517	20.249836248345677	21.05531889401027	23.31024367516511
5	46	0.1573201577849943	17.90268170373747	18.04595446321764	20.069956616178388
5	47	-1.211801286116554	9.300723864260362	8.16843828643323	12.78824913824792
5	48	-2.541196978702573	17.445070428424515	14.938288334058598	19.45619306876324
