Folder	Index	∆-ML_RE	HF_RE	CC_RE	DFT_RE
G2RC	0	7.158832531496955	-1.5166323737357743	6.57413680148602	5.854954961905605
G2RC	1	6.282304759328895	-13.459016924345633	-7.439695397741161	-2.801004587090574
G2RC	2	-3.128292427773431	-5.98070604960958	-9.025275250300183	-16.13516518668621
G2RC	3	3.153069377796328	-17.941451688762754	-14.609801956175943	-23.19877881501452
G2RC	4	4.454438150317856	-24.059614538942697	-19.86979261635861	-21.16854330082424
G2RC	5	-11.431425322233054	-16.234313220149488	-27.158618994086282	-32.820247513009235
G2RC	6	9.360564128794408	-25.28417600202374	-14.925431882293196	-21.251657090513618
G2RC	7	1.6323948940666924	-42.4515101752404	-40.29355878465867	-44.50420239386585
G2RC	8	-0.8293326466977078	-42.668939870913164	-43.807597175386036	-48.455825974277104
G2RC	9	16.709507667251273	-94.75150977243902	-82.12697457546892	-75.76660770479066
G2RC	10	-14.965249255993058	-83.8779725698405	-99.28684624144807	-106.18846165949071
G2RC	11	-9.296410971549449	-133.61681247039814	-141.06953497056384	-152.55756444498547
BH76RC	0	-6.014281552476632	-8.509308367603808	-13.989180097094504	-12.31278411421954
FH51	0	-39.75004191139942	-112.62979765614728	-156.6526314355433	-151.49734648579033
FH51	1	-68.10701593125032	-59.51368895068299	-151.9831012833747	-146.37919419707032
FH51	2	-13.48503004730037	-73.24629578035092	-88.3058544692467	-87.55518297071103
FH51	3	-5.097323649481041	-67.77786917553749	-73.24668550959905	-74.49209172013798
FH51	4	10.580225568293827	-51.89444830373395	-41.91632433849736	-48.18356207056786
FH51	5	-23.356560204419566	-43.88201931188814	-70.20225236820988	-66.41728760593105
FH51	6	-15.638950395549955	-38.80781418038532	-55.83576366180205	-53.83526287207496
FH51	7	-22.795943671020723	-31.889009167498443	-55.668722032685764	-56.05401201939094
FH51	8	14.07472507063926	-64.21273244259646	-52.28110118964105	-56.61333339411067
FH51	9	0.03419611839649406	-38.4339231964841	-38.11399010641617	-41.14987918434781
FH51	10	-1.6338085289448827	-35.04849313898012	-36.71912389685167	-38.95249134868209
FH51	11	-2.08116836975546	-33.269630659138784	-35.23599670470867	-37.54295840670238
FH51	12	-5.391791800055444	-34.51149932766566	-38.927133583056275	-41.25279075669823
FH51	13	4.080233812856932	-32.503155525861075	-28.825250991882058	-31.744781686691567
FH51	14	5.392417868485381	-36.5256936798105	-30.728418640996097	-37.56887424614979
FH51	15	4.417004004468254	-28.10043537445017	-23.19430269431905	-25.297514426580165
FH51	16	-2.272788389255311	-19.57204641815042	-22.24672108894447	-24.040296423016116
FH51	17	2.744869011753053	-17.114586976676947	-13.77920599040226	-14.059944774839096
FH51	18	18.622413569544733	-37.351027148164576	-17.94248020494706	-18.54121726984158
FH51	19	2.0840589182810163	-14.554167534923181	-13.11791392811574	-16.687109379447065
FH51	20	8.495295274527962	-24.032077518262668	-18.634348714491352	-20.52948886435479
FH51	21	4.8469803395435065	-20.02983987450716	-14.885621850640746	-23.502108057087753
FH51	22	-1.2614430529324636	-12.369029649329605	-13.26345818626578	-19.109006607090123
FH51	23	0.19456151827944268	-16.27217921798001	-18.63285898041795	-19.51298514715745
FH51	24	-4.14346469298016	-10.705280263995519	-13.542967824731022	-14.236130050878273
FH51	25	3.548909228820321	-16.814576198114082	-13.412023422366474	-13.016019341477659
FH51	26	8.024254922092041	-15.229356095573166	-6.454185530135874	-10.4939132790023
FH51	27	-5.642168439497709	-5.256503852055175	-12.233286273665726	-10.655166622222168
FH51	28	-5.8224645186924135	-1.8545275987999048	-7.548692741547711	-4.049726955068763
FH51	29	-0.8142767444201127	-4.184707014937885	-4.676254710648209	-11.189266290573869
FH51	30	15.918705453539133	-27.3262532883964	-12.630314258509316	-13.406398868828546
FH51	31	5.919254490109779	-8.246570921706734	-2.56705175654497	-2.8686514311120845
FH51	32	-2.921837012492688	-3.516173830081243	-7.137622974725673	-5.634105334727792
FH51	33	-3.0637226071894474	18.204292908660136	-1.347164737933781	-2.9453335358412005
FH51	34	-1.5993237163954745	-1.651040523312986	-3.6618218622752465	-2.3799771235790104
FH51	35	-1.3805277946044043	-1.4261575448035728	-2.6089003718225285	-2.75294797756942
FH51	36	-0.14800470807244892	-2.2117616946343333	-2.640364663777291	-3.084097889397526
FH51	37	0.2766141144250014	6.006760254385881	6.129471915483009	4.8277233140252065
FH51	38	0.4473598408105772	-1.7788624798413366	-1.4831271921430016	-1.4095329419797054
FH51	39	-0.34911355508893394	-0.3906562581541948	-1.3201258326880634	-0.7470117337070405
FH51	40	-2.8500261686758677	1.4404968123708386	-3.0777792028093245	-2.172262985142879
FH51	41	-6.366187749416895	5.254188537743175	-2.026910132408375	1.3936716549214907
FH51	42	-2.7740186524692945	1.6035512119124178	-2.8411674505623523	-1.952384221891407
TAUT15	0	-2.9429194971157813	6.475980386690935	2.2435234722215682	2.025072178686969
TAUT15	1	-1.421856760452556	6.515866519330302	4.018617800989887	4.007437876687618
TAUT15	2	6.421918171805373	-11.931315318623092	-6.505286178435199	-8.753548665583367
TAUT15	3	-2.904316607745386	6.833322868740652	3.538904959190404	3.320096221723361
TAUT15	4	5.0267126013318375	7.9125499278598	13.394796930049779	13.997274473018479
TAUT15	5	2.6621066090310705	-0.9657582067593466	0.8959390258823987	-0.753330420324346
TAUT15	6	3.5106280862614767	-3.200066543300636	0.20676402939716354	-1.5210024143161718
TAUT15	7	4.454703332699864	-2.3625684502185322	1.8948426642164122	0.7939568078436423
TAUT15	8	3.116707061233683	-4.500498367415275	-0.23358155001187697	-1.7907227007090114
TAUT15	9	0.8421209417792852	-2.0292277528787963	-0.8225707725505345	-2.2355144215980545
TAUT15	10	-1.5996067348187353	4.651581853744574	2.4705049926415086	2.785858187940903
TAUT15	11	2.745968049031717	-1.1202293393143918	1.6531183104088996	2.4435006787534803
TAUT15	12	0.7254058263240495	-0.12678421603050083	0.6798514746478759	0.5845177140145097
DC13	0	-2.6615899582347993	0.9639456199947745	-0.8992159797635395	0.7594899866962805
DC13	1	-224.04951793261716	-49.61104792327387	-9.274814943084493	-25.39471612003399
DC13	2	7.6861590518903995	-23.426087800209643	-13.248641558020608	-12.59204700103146
DC13	3	-10.119936062726993	-5.0807106113643385	-14.466845131013542	-12.700638473033905
DC13	4	0.5793166674343411	-27.440430110378657	-17.432391545677092	-24.23036666685948
DC13	5	25.679317513529895	-61.31610352755524	-26.46578423277242	-9.368878048146144
DC13	6	-1.0683253953511667	-32.540629488328705	-32.53248437846196	-33.46243361965753
DC13	7	-0.27681014627205514	111.43339585803915	110.4370565918216	103.07474204403115
DC13	8	26.92237257190709	-115.4866649673495	-57.249168528884184	-69.87834588508122
DC13	9	33.181833683546074	-112.38088983198395	-50.93914360294002	-62.23461456235964
