Folder	Index	∆-ML_RE	PM6_RE	DFT_RE
BSR36	0	0.7943109499756247	10.610963489110006	10.812833995529218
BSR36	1	-0.09799456194741651	10.520202704980022	10.810843839892186
BSR36	2	-0.9995426833920646	12.703926957400014	12.344838765216991
BSR36	3	0.1916597971576266	9.844822738860032	9.99848673993256
BSR36	4	1.0182036733895075	9.32478560732001	9.878062720148591
BSR36	5	1.452550534333568	11.714342228780026	12.279922331741545
BSR36	6	-1.6662124221329577	14.167629953480002	14.484489025606308
BSR36	7	0.26536567881703377	12.856569360590015	13.34756820689654
BSR36	8	-1.1437995875021443	15.246815502960033	14.595900845655706
BSR36	9	0.3705700517166406	12.100077290900003	12.656163221341558
BSR36	10	-1.3393335355212912	14.533724047070024	13.663015951868147
BSR36	11	0.45987610542215407	13.16298415107002	13.702832901850343
BSR36	12	0.2994874058640562	11.999716254100036	12.446115319791716
BSR36	13	0.7801109825377353	11.44494710107	11.240325429302175
BSR36	14	-4.084081925568171	17.487889907590016	15.130542445171159
BSR36	15	-2.52677696783212	8.25530869674003	4.951548816607101
BSR36	16	0.8287755855126306	11.978786181260034	12.816457231121603
BSR36	17	-3.298034958250355	12.738188536530004	9.630640017916448
BSR36	18	0.7058464580331929	16.525556244500024	17.52402633789461
BSR36	19	-4.921960890176706	17.86314609675	13.857361686590593
BSR36	20	-3.3966129904729314	17.11776476868002	13.960114138724748
BSR36	21	-3.294808644684963	14.88550193394002	12.4091048813425
BSR36	22	-2.506333888217341	16.959822970670018	14.25249175936915
BSR36	23	-3.333220756263472	16.938533147789997	13.560510251380038
BSR36	24	-0.8895034343004227	26.748842943710088	24.11272840364836
BSR36	25	-3.238546133507043	14.071521346640054	13.76055202819407
BSR36	26	-0.691593901719898	22.927875504440067	20.350506301037967
BSR36	27	2.5702102199429646	28.61995132964006	30.503722455585375
BSR36	28	-2.5899540971731767	26.67879315387006	27.786445078090765
BSR36	29	-0.09283492807298899	30.671465136270058	32.57657220668625
BSR36	30	2.538497301284224	27.583296998029994	29.24870907398872
BSR36	31	-9.230476267053746	32.33851914855006	33.76431924907956
BSR36	32	-7.111227493733168	45.18463500317006	46.118271681829356
BSR36	33	-15.507981452275999	38.31633105520007	37.727784601505846
BSR36	34	-3.858134650392458	57.819778214140115	59.21195782860741
BSR36	35	-30.515065317973495	54.20355697552026	56.43994540523272
CDIE20	0	-2.4442744030675385	2.5546588289199974	-0.8248030676768394
CDIE20	1	0.33587024398730136	2.5409468177800107	4.236577897332609
CDIE20	2	3.6076142352249008	-9.670307072020009	-5.648015669634333
CDIE20	3	-3.4981598454760388	2.0934316045599815	-2.1016066936135758
CDIE20	4	-2.9265558035986032	2.788551701079996	-0.06275101500796154
CDIE20	5	0.3005793964548502	2.4507164343499994	3.713997148530325
CDIE20	6	-0.05824285067501478	2.7978821412199864	4.373259851621697
CDIE20	7	0.3860405752493534	0.10710173787001054	1.144664668943733
CDIE20	8	0.5639012937899679	-1.7096152093199777	1.860855509818066
CDIE20	9	0.2503674648469314	4.4184984191699925	4.623449861828703
CDIE20	10	2.3179259398311842	-0.96477350631001	1.1694828095205594
CDIE20	11	-0.1252601636806503	4.113723258679997	4.493635443534004
CDIE20	12	0.47911654532072134	4.816183639670015	4.738424590963405
CDIE20	13	0.07811696329736151	4.971415781929991	5.222106213652296
CDIE20	14	3.724154878902482	-0.7335902899000075	3.39546846729354
CDIE20	15	5.637224197067553	-5.507014408789999	-0.17102655264898203
CDIE20	16	3.6545941493823193	-0.22282364016000145	3.423870271712076
CDIE20	17	3.9680336996680126	3.793656415400008	5.8242032517446205
CDIE20	18	4.21273657650454	0.8129128676300041	5.906664417969296
