Folder	Index	∆-ML_RE	HF_RE	DFT_RE
BSR36	0	2.3165277591942868	8.427972573321313	10.812833995529218
BSR36	1	1.561066076660154	9.21193248097552	10.810843839892186
BSR36	2	1.54772280870111	10.427700822910992	12.344838765216991
BSR36	3	1.892560855755164	8.093084489606554	9.99848673993256
BSR36	4	1.6370674736162982	8.775813964544795	9.878062720148591
BSR36	5	2.0362177805664032	10.99964342819294	12.279922331741545
BSR36	6	2.082326136237043	11.883247178746387	14.484489025606308
BSR36	7	1.871914621707674	11.444817960087676	13.34756820689654
BSR36	8	1.7362619458244808	12.53481215343345	14.595900845655706
BSR36	9	2.8878298934837403	9.507633177388925	12.656163221341558
BSR36	10	2.70012246989927	10.546166972373612	13.663015951868147
BSR36	11	2.4833419096703437	10.450957740598824	13.702832901850343
BSR36	12	2.3676159561282475	10.26476172794355	12.446115319791716
BSR36	13	3.1728191032443647	8.762892942351755	11.240325429302175
BSR36	14	2.653917510192514	10.618458281678613	15.130542445171159
BSR36	15	-2.173022879796008	7.862452428671531	4.951548816607101
BSR36	16	-1.4915751861203717	15.073141559027135	12.816457231121603
BSR36	17	-1.5456807591162942	11.67004223994445	9.630640017916448
BSR36	18	-1.0184834378860614	19.002047846792266	17.52402633789461
BSR36	19	-1.0804550150423893	15.611403719871305	13.857361686590593
BSR36	20	-0.6589785775986456	15.114985562046058	13.960114138724748
BSR36	21	-0.6317256455249662	13.567497704119887	12.4091048813425
BSR36	22	-0.8714625323627843	15.291795788449235	14.25249175936915
BSR36	23	-0.7008413788398684	14.70423634169856	13.560510251380038
BSR36	24	-2.546043406109675	27.473308035638183	24.11272840364836
BSR36	25	1.9626234448032847	10.900684494175948	13.76055202819407
BSR36	26	-0.8696759037757147	21.13911528652534	20.350506301037967
BSR36	27	-2.301204555456934	33.77902287943289	30.503722455585375
BSR36	28	-1.3559504095037482	30.552124978858046	27.786445078090765
BSR36	29	-1.9732695337334007	34.43788893497549	32.57657220668625
BSR36	30	0.8971895245131236	29.082506862003356	29.24870907398872
BSR36	31	-7.815715568293854	43.61086002551019	33.76431924907956
BSR36	32	-6.621275673698619	54.25778468197677	46.118271681829356
BSR36	33	-5.733138092606168	45.01373297942337	37.727784601505846
BSR36	34	-3.934220388717222	64.70191178389359	59.21195782860741
BSR36	35	-15.829557448312698	73.4478272915585	56.43994540523272
CDIE20	0	4.290808735538576	-3.768247915766551	-0.8248030676768394
CDIE20	1	-0.5373192260567521	3.8465811809146544	4.236577897332609
CDIE20	2	5.513370541855693	-12.088809735199902	-5.648015669634333
CDIE20	3	3.3186665265914144	-4.460833619377809	-2.1016066936135758
CDIE20	4	4.639973799922473	-3.124394506041426	-0.06275101500796154
CDIE20	5	-0.5453307228071935	3.446467647620011	3.713997148530325
CDIE20	6	-1.7911725220410517	4.368583101138938	4.373259851621697
CDIE20	7	-0.7009764812692083	1.0581609269429464	1.144664668943733
CDIE20	8	-0.052353407089640314	1.8470904585847165	1.860855509818066
CDIE20	9	2.5581659202023275	1.4202516482910141	4.623449861828703
CDIE20	10	1.5388674584569344	-0.963274547830224	1.1694828095205594
CDIE20	11	2.8628785871947002	1.2889682506793179	4.493635443534004
CDIE20	12	2.7322495109069678	1.6904446831613313	4.738424590963405
CDIE20	13	3.0134322510125457	2.9528421648719814	5.222106213652296
CDIE20	14	-0.5401017698834494	3.531917506479658	3.39546846729354
CDIE20	15	-1.655790030270964	1.3184608356968965	-0.17102655264898203
CDIE20	16	-0.9384833864123721	3.5922909427026752	3.423870271712076
CDIE20	17	1.0620464357421042	4.250033932476072	5.8242032517446205
CDIE20	18	2.909469238674774	3.0919247588608414	5.906664417969296
CDIE20	19	1.6178534362657047	6.553880106919678	8.536356497206725
ISO34	0	-3.5467743446223494	2.7860542056150734	-0.7094478336803149
ISO34	1	-18.973875315720875	39.65311838813068	20.873536737562972
ISO34	2	-9.62130659714228	15.241998080935446	5.865652913416852
ISO34	3	-0.6219404967450828	1.6505078165355371	1.213238561162143
ISO34	4	0.3755789184083369	0.5235769796854584	0.9783656007784884
ISO34	5	0.8447520118975262	2.350519129948225	3.3474879587156465
ISO34	6	-9.900976589562333	18.654192618996603	9.890105122089153
ISO34	7	-7.370428681146905	27.560796477890108	19.80773804054479
ISO34	8	-0.25736244445943157	5.896616783837089	6.748474899388384
ISO34	9	-0.8575883146913839	3.8680416544375475	3.804368203447666
ISO34	10	0.2484065538642426	-2.60881043432164	0.3976944448368158
ISO34	11	-0.5170989425973858	49.822779270471074	49.72418469862896
ISO34	12	-3.274841965586802	40.67946449742885	37.79309076460777
ISO34	13	3.0495221049382053	20.03547595848795	23.110522444621893
ISO34	14	1.3034143019133353	5.839462649295456	7.277985448658001
ISO34	15	-12.96989688219719	22.497685945389094	9.940696124540409
ISO34	16	0.221528058994636	23.543246396555332	25.498457884794334
ISO34	17	-5.74539224174282	15.475669568462763	10.275155275478028
ISO34	18	-0.6514905348080902	5.343484954704763	4.651616445102263
ISO34	19	-5.209663228101817	23.1206438736408	17.90984903142089
ISO34	20	-0.8475014314394684	1.5946381740795914	1.270521836791886
ISO34	21	-2.2715083640423472	3.876138336432632	2.210813891637372
ISO34	22	1.0429632764185044	3.344427777308738	4.3550140675506555
ISO34	23	4.469318736506921	6.241979128331877	10.778247257709154
ISO34	24	-8.578554939339938	35.23698371120554	28.11130628270621
ISO34	25	4.060717723122252	12.973875546711497	17.139847886544885
ISO34	26	13.009955879890185	47.157402754586656	61.21980120916851
ISO34	27	0.33195476472042174	32.45226011952036	34.342278443451505
ISO34	28	0.25236551978719035	11.546029944031034	11.127850501739886
ISO34	29	-0.18694677701387263	10.213128372764913	9.994617120886687
ISO34	30	4.43938670151465	10.321044160373276	13.744510866352357
ISO34	31	-7.311386554977162	9.229417255352018	2.49780217994703
ISO34	32	7.14444323069165	0.9190275989822112	7.400002976646647
ISO34	33	2.236688571040304	6.194658161548432	8.792821378301596
ISOL24	0	2.0010303162180207	71.28148865140975	66.0317255005939
ISOL24	1	3.770629001394809	28.816875273070764	30.891865075856913
ISOL24	2	-3.520853391485616	15.51331418164773	10.583779300155584
ISOL24	3	-8.0971580925343	56.4924504624214	54.30593122879509
ISOL24	4	6.6066616906909985	26.404578298097476	30.268194565782323
ISOL24	5	-3.720075414295934	31.502425464219414	28.342747781192884
ISOL24	6	0.9738482490065508	13.06610069796443	15.982435152051039
ISOL24	7	-23.325944917373818	44.510331981116906	22.80933786625974
ISOL24	8	-0.6235666116717766	21.8937763205613	20.878658563422505
ISOL24	9	7.791994829710347	-4.850341444776859	4.1615515652811155
ISOL24	10	-14.946248101864512	64.54250792483799	44.71222324226983
ISOL24	11	2.0697692795829425	27.097396916768048	29.22038106463151
ISOL24	12	4.1101433025432925	-0.8051436504465528	2.944618647918105
ISOL24	13	-22.340839970644083	19.688400189217646	-0.8861519799102098
ISOL24	14	1.2199821381182119	23.478788875043392	20.51514959684573
ISOL24	15	5.601075147440497	1.735745515092276	9.880248893518
