Folder	Index	∆-ML_BH	HF_BH	CC_BH	DFT_BH
BH76	0	-11.180365622280988	62.81550479685393	43.82262826999067	43.02965155041602
BH76	1	-17.19464717475762	54.30619642925012	29.13173496507079	30.322625208056706
BH76	2	-18.76978174829992	52.66752577267471	37.884326603321824	37.95248770545004
BHDIV10	0	-3.9287744315197415	22.184585799986962	24.05039248499088	22.724402265506797
BHDIV10	1	-13.56330292856478	75.32491536883754	62.14369004586479	62.44910860546224
BHPERI	0	-13.252191087777192	40.09543336840579	33.10489281389164	37.647189062525285
BHPERI	1	-19.299947971732763	41.69492816802813	30.787034836626844	31.15330188695225
BHPERI	2	-16.824852382893823	39.27711963801994	27.169676695601083	28.655527380033163
BHPERI	3	-18.78535505337254	52.67264068030636	37.50803497974994	37.57636673255183
BHPERI	4	-13.675501108708659	39.72005726254429	26.57519206062716	24.696602718744543
BHPERI	5	-15.703299037208808	45.707038183056284	35.18271680132602	38.629634136508685
BHPERI	6	-13.363261716154057	38.890067798492964	25.142614361277083	26.36096091181389
BHPERI	7	-19.953261264471394	32.7709640636167	20.739396094431868	23.644368443085114
BHPERI	8	-23.002673412790955	32.30158019889495	16.46787170926109	21.664795420103474
BHPERI	9	-6.246341829568337	32.58862613950623	23.187031592562562	30.879400659381645
BHPERI	10	1.0230858424340568	30.72757230597199	29.716015151847387	32.14018157200189
BHPERI	11	-1.161040776113623	25.497701487271115	22.658180585014634	24.984949294070248
BHPERI	12	-10.658318960701308	27.13759667763952	16.413584044552408	19.61292878165841
BHPERI	13	-6.920084182786695	23.856798535591224	13.874007044214522	17.567450012575136
BHPERI	14	-5.404544293694016	16.843632932112087	8.990778449981008	10.811976130062249
BHPERI	15	-12.190173394684507	19.31105007023143	7.130637828086037	9.563138457539026
BHPERI	16	-2.7485937326432577	15.551908903871663	16.072024442459224	16.431011166685494
BHPERI	17	-6.087811687368685	9.565117082762299	8.868636393133784	9.012451083806809
BHPERI	18	-4.351882892386811	8.189820352912648	3.2447977710398845	3.2441751267178915
BHPERI	19	-19.998714467462605	32.75860803341493	20.653867828514194	23.743265112716472
BHPERI	20	-15.443506543279227	36.77264363353606	25.356409659114433	27.84552249193075
BHPERI	21	-17.74481447083076	43.65589796300628	30.31916837915196	33.73522100577247
BHROT27	0	-1.366074405123527	8.48391831672052	7.535778637568001	7.639709501701873
BHROT27	1	-0.5190260728795693	4.3222099373233505	4.018283417943167	4.133740119897993
BHROT27	2	-0.9988779517684634	4.380964498326648	4.044120850303443	4.028515539277578
BHROT27	3	-5.458687394868548	11.37338682229165	6.641410058975453	7.493021422880702
BHROT27	4	-6.085940335351893	11.222349457733799	7.6592490022594575	8.749619088252075
BHROT27	5	-6.660856790630078	4.084585811535362	1.9001974051934667	2.245363732043188
BHROT27	6	-2.200045101977139	7.5096944535616785	3.6553532798425294	3.8479533044737764
BHROT27	7	-0.34333309973271753	3.6151143154129386	1.9273377784411423	2.1794533737702295
INV24	0	0.24827594855059942	12.921107595320791	11.118893648206722	9.94716701307334
INV24	1	3.2089536947987654	5.152210931817535	4.1130544926272705	4.095950223039836
INV24	2	-1.3644893829950888	29.78591043362394	24.756936951423995	24.895678244065493
INV24	3	-8.252814720138304	43.9217763034394	36.813447589986026	37.46004294080194
INV24	4	0.9159244342217789	4.516495713673066	3.895311168686021	3.8837207604083233
INV24	5	5.908658986669252	10.850280284998007	10.276038507930934	9.731748227903154
INV24	6	10.365287822243772	18.229475411528256	20.177683304413222	18.79903121368261
INV24	7	7.389288456552094	34.58353466109838	40.931386381271295	39.70184837584384
INV24	8	11.53824173648627	7.297146750497632	7.237188410479575	6.750548074254766
INV24	9	24.915393896995738	70.97631914971862	67.09705836744979	66.15629587019794
PX13	0	-8.072189433652738	57.5931126280484	56.60769269797311	55.2106679881399
PX13	1	-3.9686125851728775	34.4054122693924	41.98817979679734	39.44824535252701
PX13	2	-2.2648551160565376	45.86035857669776	45.92856810669764	43.035278410010505
PX13	3	0.4296918186400944	7.624812160298461	20.837962993216934	16.785162020125426
WCPT18	0	-14.67242300191856	51.88744932056579	33.871651596273296	33.71042362001026
WCPT18	1	-10.62317843208507	44.158713214405	33.063955104211345	31.805069797570468
WCPT18	2	-20.156716116738835	76.7224843159056	56.65248619012709	54.91734256449854
WCPT18	3	-10.637952545937765	55.636563607593416	44.05442029416736	44.2303887977032
WCPT18	4	-18.99045146426147	79.88385697510967	61.19689251111413	61.72221058874857
WCPT18	5	-32.437902707168405	114.33763717615511	77.10296610501246	82.86863156819891
WCPT18	6	6.287130151524025	-5.937706695462111	5.3434826486045495	2.702280874189455
WCPT18	7	6.382939495722212	-10.792272897087969	2.173888778546825	-1.5394718891184311
WCPT18	8	-4.009854372324071	32.64283539712778	33.26203901084955	29.39613740792265
WCPT18	9	-5.461783880803978	61.52868812814995	58.006850541045424	53.05832962063141
