Folder	Index	∆-ML_BH	R2S_BH	DFT_BH
1	0	-2.43462374870235	100.81083043015678	98.32542809609733
1	1	-1.5727085248600616	100.05338363916962	98.2726117168204
1	2	5.3657535267791445	99.79056548015797	105.2038580852386
1	3	-2.1894115138933543	104.06220286380268	101.68282532357262
1	4	-1.2189113644858551	96.1207899134606	94.97603300091578
1	5	-3.1352728416838005	105.3061400950537	102.04111330248998
1	6	-1.4306318663941653	101.46819522115402	99.75733241715352
2	0	5.231387734853151	120.49283121951156	125.76227684866171
2	1	-1.8961824863553571	108.33338133545476	106.47280716866952
2	2	4.787781092752383	124.785596999689	129.5735633221484
2	3	-3.8882434634282106	112.55582981935004	108.61729560579988
2	4	-3.165821028083585	113.64707852568245	110.40826505815494
2	5	-1.3958435646129743	107.87669710841146	106.57948919816408
2	6	-3.7693417886633256	114.4568159073242	110.6848782475572
2	7	-2.268776266597385	108.84516266480205	106.54410685927724
3	0	6.619300369518896	80.06506491510663	86.67092890280765
3	1	11.46447161208851	98.29197595457664	109.59883899861596
3	2	6.682242550368912	79.89564801326196	86.39755576985772
3	3	6.777689996738033	78.91228050328209	85.88287337930524
3	4	4.151195846717485	73.55029148243193	77.87038673520146
3	5	5.412304116197767	63.548453993716976	68.9792106183886
3	6	6.74850514296142	79.50631775680813	86.16444696829421
3	7	5.342455721666077	64.84438202404999	70.21892539889086
3	8	11.830853828766736	105.94022260143538	117.86484103469412
3	9	5.342511578947111	78.69722377424478	84.16990511512267
3	10	3.4397477662879226	36.78802755996003	40.25135503150523
3	11	10.803572722988712	108.93779138184618	119.33111301501047
3	12	5.192192988290394	78.56329759748769	83.95405739720445
3	13	9.060990855111484	103.81501768887392	112.84800219803584
3	14	5.031764029053079	65.00803831306985	70.2255992233404
3	15	7.966948080432765	75.566171586368	83.52343890539487
3	16	5.427187886244326	64.89171682740562	70.41691014365642
3	17	3.911101147440384	39.92948482593056	43.90124518418452
3	18	5.20589416049436	77.97865074241417	83.40347610361641
3	19	2.861717044576146	62.272492090662126	65.7569248979562
3	20	6.253573947054214	73.34893984624068	79.6211956301704
3	21	6.840379602393014	79.89441194906249	86.76643100799993
3	22	5.363468993034104	63.04310204327339	68.60094728789409
3	23	5.2261085203817	63.256004884286085	68.65313410456292
3	24	5.238420989802059	78.21569603963871	83.5256296909356
3	25	7.298585617834746	78.38789408601588	85.79060210625175
3	26	2.641518369978968	43.02777900532237	45.7015865863068
3	27	3.744318759363338	37.633059649087954	41.45405476144515
3	28	5.0199888023109125	88.2834484987834	93.41757737891749
3	29	5.72102633601925	62.22715666730073	68.1280650846602
3	30	6.459153445317952	79.29091972651077	85.7214240184112
3	31	6.886146336169986	79.90959293948254	86.40641576767666
3	32	11.306188012251418	96.3418078851828	107.4794731059228
3	33	5.403621976663345	77.81516971625388	83.51893972381367
4	0	12.479560279076146	68.48075618315488	81.1818005280511
4	1	10.792531521679813	56.47074554327992	67.73310105034034
4	2	10.931605133666828	45.62668939528521	56.962413155677496
4	3	9.267399982749254	68.59581854369026	77.9445298348146
5	0	6.983778803985842	64.56957911525387	71.68804078816902
5	1	6.388267131040195	57.25789938567323	63.78204938027193
5	2	6.855855372427307	52.45147050669766	59.08809542888776
5	3	7.241274364910481	59.53061103899381	66.6544620442146
5	4	11.820172920358653	98.71089334564748	110.58333188050892
5	5	6.76196589282678	64.80643761914689	71.50797436269931
5	6	6.321635570900028	74.9410482396197	81.29797673010034
5	7	7.19912799092846	49.54237948131049	56.680740404786775
5	8	6.781434212589005	72.65699754172238	79.46018903856748
5	9	6.770274031828102	61.40949786649435	67.96196434021113
5	10	6.631618474844537	69.87486599522526	76.3727011968731
5	11	7.212412660776053	61.12333054619376	68.41170262420201
5	12	6.669810824064768	67.81454523091088	74.52857406396652
5	13	7.011302102325175	59.11213180495543	66.07135796334478
5	14	5.468154610501145	47.88289175028331	53.28187045475352
5	15	6.272354196259393	74.68443346268032	80.97329540076316
5	16	6.423776526016589	61.27104252895515	67.65357092452177
5	17	7.769022265282729	61.79036938480567	69.4656295699242
5	18	6.272013628457181	66.97257562924642	73.36465123743983
5	19	5.834658863527537	62.47123553903657	68.27717455796665
5	20	7.474634424803028	61.9967229301692	69.41191381553654
5	21	7.046014420645498	60.86087444331497	67.96967129301629
5	22	6.855880639063848	65.58737654893775	72.54894800088368
5	23	11.482364220990078	102.74247367854696	114.01388981324271
5	24	6.72390091395733	62.23324935711571	69.14557886926923
5	25	7.229793985556	56.93821074115112	64.09255286835833
5	26	6.142490083105024	62.33830789924832	68.51277624286013
5	27	6.359831824539015	57.790103448031005	64.30189741245704
5	28	7.169907211756275	73.53299119521398	80.63975407354883
5	29	6.93031968886428	62.91248279961292	69.92648090160219
5	30	6.54602934190563	59.71379068592796	66.19018847495317
5	31	8.129079336019451	71.90120652341284	80.06043428639532
5	32	6.133783892354941	64.19706486712676	70.48731507133925
5	33	6.426743380871542	61.182560161774745	67.81562217490864
5	34	5.997858906430309	68.8800671971112	74.90686045537586
5	35	11.38200235316056	107.22243631450692	118.75001753855032
5	36	6.981946156751192	68.0710746824916	74.93909267528215
5	37	11.800034017220405	99.92871410769294	111.54822299737134
5	38	6.283190492371432	59.24701731513778	65.6062841808598
5	39	7.229450115130405	72.09188557506423	79.27660351977102
5	40	6.468336300832696	61.03410792411887	67.62512991658878
5	41	6.123547307755132	64.72232759860344	70.88912588683888
5	42	6.998417840842194	69.83639810793102	76.86854513824801
5	43	7.33894037123617	70.24462446584948	77.42891578387935
5	44	5.870591254246953	62.52724585297983	68.41030974587193
5	45	5.359796670920566	48.15655083840829	53.6244585730019
5	46	7.239149056409943	71.98593457610696	79.20109290879918
5	47	6.426488062818045	53.53322042821674	59.87178091186797
5	48	6.267456953316476	61.83931153282174	68.07086021613213
5	49	6.914226625510239	58.55798068403965	65.44977446476696
5	50	7.40052131706485	48.65015787247103	55.85902288559009
5	51	6.6380118355870295	55.23859012583853	61.74808261243743
5	52	6.1485754950283535	61.89820215321379	68.13553912239149
5	53	7.332550431922691	71.20798664508038	78.5133407698595
5	54	6.450370308367667	57.89123933104565	64.31186202733079
5	55	11.727383338956052	101.1095290434896	112.82762328069656
5	56	6.270404180752443	63.97178062895546	70.1793528944545
5	57	6.446336197909147	62.66038795909844	69.01094933506101
5	58	7.179424707192645	77.48943680984667	84.58601830078987
5	59	6.2054283568071895	73.17814620866557	79.39231619768543
5	60	7.817034155545976	70.01767061848659	77.79736900751595
5	61	6.356588373323802	61.84915623109555	68.26863510670955
5	62	6.493752829043636	60.97765022874228	67.69134237265098
5	63	6.900918729612513	68.50475796789397	75.3970337214123
5	64	11.109517480040864	104.65247196625567	115.4881154980103
5	65	6.423360342352197	62.16868344927207	68.68178266065661
5	66	6.002375856491909	62.3950746106857	68.46754920575768
5	67	5.851799319982824	68.037721702829	73.9690728142159
5	68	6.300037892071032	67.09266526601277	73.44242642875179
5	69	7.175990837213334	61.62141600702307	68.77998519717949
5	70	6.367589813406141	65.90199871375808	72.22087902529165
5	71	6.6082275070723	65.48928470470128	72.20337810833007
5	72	7.382490651446467	48.89440278263646	56.15644853722188
5	73	7.252384413108366	59.6822802721872	67.03311971609946
5	74	7.940644152835446	56.995835318026366	65.11799268427421
5	75	6.380381391261864	63.47002617889666	69.95153195725288
5	76	7.055990339671283	58.27673225372564	65.04934499712544
5	77	7.025168609712765	56.52798500322388	63.48871012008749
5	78	6.6234370811563394	66.21749488665955	72.88982269426924
5	79	7.185552507689287	57.02657088555861	64.0717404060706
5	80	6.268937549093664	62.13403675315203	68.49531452934025
5	81	7.008414651188161	60.68556548151537	67.67544418814941
5	82	6.705737510798436	58.37428908509901	65.12563967867754
5	83	6.1277299404447945	68.00002635570127	74.26473430701299
5	84	6.524259358092522	60.10740796366008	66.71340570459142
5	85	6.604742655255954	59.862706447718665	66.49728356202831
5	86	6.867631142313272	60.47541611199267	67.3754218792019
5	87	7.014342762151237	61.69050646343385	68.74293786133057
5	88	6.273167847838444	59.9388604577689	66.39527828301652
5	89	11.440556873706804	102.7711868051556	114.46378260524943
5	90	7.784425830828759	49.746747483179206	57.43409849819727
5	91	13.19656528997833	81.45821308766608	94.80486577676491
5	92	7.381503707827719	69.38349817457492	76.70938111253781
5	93	7.1788466792961785	61.15542209465639	68.59650114635588
5	94	7.050495447166256	73.99304461979773	80.83004800818162
5	95	6.698884374958325	61.57883405513712	68.21453884744551
5	96	6.739692728123131	68.68823971267557	75.38370682729874
5	97	7.735838487044155	71.6553634929005	79.4439034309762
5	98	7.086025824836113	63.361722968140384	70.535094950028
5	99	7.205041755457053	57.811930589872645	65.02826272236416
5	100	5.542895015284394	47.82850261765998	53.31484754176927
5	101	6.762361065890055	61.43964538103319	68.11641471798066
5	102	6.444441112701085	59.11935909101157	65.6904749145906
5	103	6.686140417158271	60.06083186395699	66.80474531729124
5	104	6.791317652890463	61.731119014380965	68.60869805637049
5	105	6.600306935576562	61.66920280404156	68.16052560746903
5	106	13.307950936311052	97.52214546033063	110.7302574866044
5	107	7.212085040897364	58.07695567703922	65.28994167293422
5	108	8.426652733073858	68.157287857146	76.44747847117833
5	109	6.476049836636122	56.24957536967122	62.98340429147356
5	110	6.62122367918446	56.63041690879618	63.005579652905
5	111	7.1419475750792	65.36219839088153	72.6682789340266
5	112	10.198288017270327	51.86234291869914	62.15854126546765
5	113	6.205629994991156	63.38969122769777	69.83175364267663
5	114	6.901919288809481	64.40012992816628	71.38415577841806
5	115	7.1112695659569525	58.795828500558855	65.9723667440121
