Folder	Index	∆-ML_BH	R2S_BH 	CC_BH 	DFT_BH 
1	0	-7.914028893322012	100.81083043015678	92.85287359016364	98.32542809609733
1	1	-7.0934481212676985	100.05338363916962	92.9322053922806	98.2726117168204
1	2	2.209112306042101	99.79056548015797	101.97970673799864	105.2038580852386
1	3	-8.389915963516103	104.06220286380268	95.62713675762645	101.68282532357262
1	4	-6.072228698913278	96.1207899134606	90.0204116293753	94.97603300091578
1	5	-8.879273070494094	105.3061400950537	96.42210132678156	102.04111330248998
1	6	-6.602965333959503	101.46819522115402	94.81764843364364	99.75733241715352
2	0	4.1859961024603365	120.49283121951156	124.65989895207169	125.76227684866171
2	1	-3.833345855225218	108.33338133545476	104.4716560615634	106.47280716866952
2	2	3.5351018085759165	124.785596999689	128.3491033270111	129.5735633221484
2	3	-6.125821455908124	112.55582981935004	106.38439167808974	108.61729560579988
2	4	-5.8614177701405765	113.64707852568245	107.7637863298587	110.40826505815494
2	5	-2.969554250735513	107.87669710841146	104.87857025425184	106.57948919816408
2	6	-6.320619656026764	114.4568159073242	108.0771009415912	110.6848782475572
2	7	-3.922413888434136	108.84516266480205	104.84594369289698	106.54410685927724
3	0	3.660729436486662	80.06506491510663	83.71075567786465	86.67092890280765
3	1	8.427031572070462	98.29197595457664	106.67438480167766	109.59883899861596
3	2	3.628253183789696	79.89564801326196	83.47858084274048	86.39755576985772
3	3	3.521806158033627	78.91228050328209	82.42468848839053	85.88287337930524
3	4	2.17345411922318	73.55029148243193	75.73886544210836	77.87038673520146
3	5	2.487249629844684	63.548453993716976	65.98763997806236	68.9792106183886
3	6	3.598292935242341	79.50631775680813	83.09353299546638	86.16444696829421
3	7	2.812584647233706	64.84438202404999	67.59955307233031	70.21892539889086
3	8	7.945588579600326	105.94022260143538	113.84289093362167	117.86484103469412
3	9	2.932458317953376	78.69722377424478	81.58356291567907	84.16990511512267
3	10	3.3813669993052717	36.78802755996003	40.184519931237446	40.25135503150523
3	11	0.2013688515807814	108.93779138184618	109.1504613077268	119.33111301501047
3	12	3.149801618557234	78.56329759748769	81.67895202242653	83.95405739720445
3	13	2.9706530480134745	103.81501768887392	106.7981088362285	112.84800219803584
3	14	2.577093793981589	65.00803831306985	67.53224291742663	70.2255992233404
3	15	4.453709465067647	75.566171586368	80.01205713037052	83.52343890539487
3	16	3.2142005283608057	64.89171682740562	68.08053195758839	70.41691014365642
3	17	3.2557158601190963	39.92948482593056	43.201201585528906	43.90124518418452
3	18	3.09598622437224	77.97865074241417	81.01581508814706	83.40347610361641
3	19	1.928577265111784	62.272492090662126	64.2035934079322	65.7569248979562
3	20	3.6333623832150863	73.34893984624068	76.99056497227866	79.6211956301704
3	21	3.923156339701848	79.89441194906249	83.81552595872199	86.76643100799993
3	22	2.981013685008776	63.04310204327339	65.97343215759611	68.60094728789409
3	23	2.616303308506445	63.256004884286085	65.82629439121229	68.65313410456292
3	24	2.8241979913560726	78.21569603963871	81.00267498730682	83.5256296909356
3	25	4.240328469240154	78.38789408601588	82.64749367983313	85.79060210625175
3	26	0.5481590224794104	43.02777900532237	43.58062026713742	45.7015865863068
3	27	3.4499595524913502	37.633059649087954	41.06554547304404	41.45405476144515
3	28	1.61590673451704	88.2834484987834	89.89064563901047	93.41757737891749
3	29	3.4250025251919283	62.22715666730073	65.63001845913823	68.1280650846602
3	30	3.888137315687573	79.29091972651077	83.1670972664433	85.7214240184112
3	31	3.408099077604703	79.90959293948254	83.31024780313601	86.40641576767666
3	32	7.512062911819697	96.3418078851828	103.78838926763274	107.4794731059228
3	33	3.112839913587294	77.81516971625388	80.9046131222567	83.51893972381367
4	0	11.6182869724623	68.48075618315488	80.0765377128555	81.1818005280511
4	1	12.506903449105636	56.47074554327992	68.94566623322316	67.73310105034034
4	2	10.47197438785824	45.62668939528521	56.08306414124672	56.962413155677496
4	3	6.87263557081684	68.59581854369026	75.50848474501981	77.9445298348146
5	0	6.677732632491711	64.56957911525387	71.2105256501527	71.68804078816902
