Folder	Index	∆-ML_RE	PM6_RE	CC_RE	DFT_RE
1	0	-1.698030271625612	96.82198886323002	95.96219779810052	101.97715620242523
1	1	2.0107429990312085	96.59472599982	97.45135080339968	103.94643945185815
1	2	-2.2767666037834715	95.6282713539	92.56618970571436	98.42442392761586
1	3	0.8354716445028316	96.26295113761002	98.00880885732477	103.5994121103722
2	0	1.0828679883125003	103.77294538289	104.930307383358	108.24673461589556
2	1	2.8200049061124446	105.47638949537	108.0751084798394	111.60459767356224
2	2	-0.4259467083029449	109.44810142576002	109.4590023132332	113.08695232556784
2	3	2.442767990840366	106.89445266426	109.29362568099168	112.28979235867156
3	0	-13.644042555592025	8.9397654331	-3.853035926789744	0.4039208878239151
3	1	-12.597419854573673	9.580577110119997	-2.653500152402557	1.1639966214133892
3	2	-13.285520875360817	8.33938643205	-4.119504626301932	0.1951090505463071
3	3	-9.438328868418466	8.188524330340002	-1.1705021012749055	3.462091407360276
3	4	-14.87198621693824	7.672257655949991	-6.944377244901261	-2.1729525060218293
3	5	-12.987511221144814	8.457559708010006	-4.442281125346199	-0.1912578802148345
3	6	-7.518723995890468	19.84375916633	10.777417065313784	16.8420924640086
3	7	-12.253478829108644	18.146523048130007	4.8255325285717845	10.2122266915394
3	8	-12.619944250618572	22.81249490347	10.566160772548756	16.77234015974682
3	9	-12.270519331446849	35.55152055067	23.414299068128457	29.43402416055324
3	10	-10.106178803776857	18.15712414386	8.768026298610494	14.564662550517824
3	11	-9.667029058007756	7.95979018151	-1.52819972121506	2.382691391510889
3	12	-12.390434443805134	18.58826381199	5.431812813912984	10.855632719845744
3	13	-14.798642071473296	3.963629084939999	-10.884807064430788	-6.161217550426954
3	14	-10.269119000382489	15.695758185889996	6.002743045595707	10.35064743773546
3	15	-13.253955015912652	8.501998062309994	-4.075183882610872	0.120472447713837
3	16	-7.425463227002183	14.02835364793	7.065642987552565	12.7275620738219
3	17	-12.39201422809856	21.37771488817	11.219100176909706	17.614284394396236
3	18	-12.792221023730235	22.53754209886	10.298739657941042	16.407742718583904
3	19	-12.53929960023379	7.897790951859989	-5.115417265915312	-1.0524372115614824
3	20	-9.909697761264397	15.84686012096	6.836355377046857	12.402758521668147
3	21	-11.163569833384829	22.96088718278999	11.08966626349138	17.423575363587588
3	22	-13.48255770720425	8.369317174160003	-4.416367592028109	-0.0508538966823834
3	23	-11.709345753362868	12.049763019280007	1.1154234477726277	5.437859381898306
3	24	-10.187404535216046	12.140763636769996	3.0166539812344126	7.5126208817528095
3	25	-5.959431855677394	13.259321060819996	7.126087912532967	12.786906993889716
3	26	-11.214965553488582	7.65456763956	-3.4444359823246486	0.3047451813181396
3	27	-13.372817870375002	8.810024809700003	-3.823430343414657	0.462970628432231
4	0	-10.036059020028915	-11.709647029539994	-21.74831508166972	-21.66862352949101
4	1	-13.10757330164779	-2.705719254370001	-16.503789060981944	-15.865025191917084
5	0	0.7231307966867462	6.196304709789995	6.827290137298405	10.16499796838616
5	1	-4.553168277489021	11.760699249959996	7.668344221223378	11.690644847927617
5	2	1.862252781458665	12.839504294589991	14.313580083486158	17.617858833895298
5	3	-0.4175170958333183	16.041454913429998	15.801271027768962	18.77255268825684
5	4	4.106954280199716	22.984826703080003	27.22838052266161	29.30733680029516
5	5	4.168831306073116	3.861976637739998	9.012808527768357	12.94477269091294
