Folder	Index	∆-ML_RE	PM6_RE	DFT_RE
1	0	4.686902955872938	96.82198886323002	101.97715620242523
1	1	6.503493727097521	96.59472599982	103.94643945185815
1	2	2.932368234061869	95.6282713539	98.42442392761586
1	3	7.618486622435739	96.26295113761002	103.5994121103722
2	0	4.6789352169580525	103.77294538289	108.24673461589556
2	1	5.992123253119644	105.47638949537	111.60459767356224
2	2	3.5481015380937606	109.44810142576002	113.08695232556784
2	3	5.137632005935302	106.89445266426	112.28979235867156
3	0	-8.518782118451782	8.9397654331	0.4039208878239151
3	1	-9.020043833821546	9.580577110119997	1.1639966214133892
3	2	-7.98572057527781	8.33938643205	0.1951090505463071
3	3	-4.591224492556648	8.188524330340002	3.462091407360276
3	4	-9.89735603504232	7.672257655949991	-2.1729525060218293
3	5	-8.542399783822475	8.457559708010006	-0.1912578802148345
3	6	-3.4012948312447406	19.84375916633	16.8420924640086
3	7	-8.012856909132097	18.146523048130007	10.2122266915394
3	8	-6.1961765463638585	22.81249490347	16.77234015974682
3	9	-6.460038010671269	35.55152055067	29.43402416055324
3	10	-3.4279678204329684	18.15712414386	14.564662550517824
3	11	-5.235840269568143	7.95979018151	2.382691391510889
3	12	-6.789561296871398	18.58826381199	10.855632719845744
3	13	-9.373822575274971	3.963629084939999	-6.161217550426954
3	14	-4.742910814791685	15.695758185889996	10.35064743773546
3	15	-8.403904921608046	8.501998062309994	0.120472447713837
3	16	-1.1399901823315304	14.02835364793	12.7275620738219
3	17	-5.574113743758062	21.37771488817	17.614284394396236
3	18	-6.089710324682528	22.53754209886	16.407742718583904
3	19	-9.10549944525701	7.897790951859989	-1.0524372115614824
3	20	-4.036493333755061	15.84686012096	12.402758521668147
3	21	-5.297207593946951	22.96088718278999	17.423575363587588
3	22	-8.015631368762115	8.369317174160003	-0.0508538966823834
3	23	-6.404717443801928	12.049763019280007	5.437859381898306
3	24	-4.239271939208265	12.140763636769996	7.5126208817528095
3	25	0.0916223188105505	13.259321060819996	12.786906993889716
3	26	-7.863853248738451	7.65456763956	0.3047451813181396
3	27	-8.389580343180569	8.810024809700003	0.462970628432231
4	0	-11.098553313117009	-11.709647029539994	-21.66862352949101
4	1	-12.772208090231288	-2.705719254370001	-15.865025191917084
5	0	3.956946046731901	6.196304709789995	10.16499796838616
5	1	-0.0798164311563596	11.760699249959996	11.690644847927617
5	2	4.485837502754293	12.839504294589991	17.617858833895298
5	3	2.7487795607594308	16.041454913429998	18.77255268825684
5	4	6.249430157826282	22.984826703080003	29.30733680029516
5	5	8.867439269612078	3.861976637739998	12.94477269091294
5	6	5.266966649680398	29.261892990760003	33.813777961651795
5	7	0.0285028772486839	9.74576925509	9.514701343199704
5	8	2.037472751457244	27.31281339584001	28.78355919077876
5	9	3.044100183091359	11.177240031239997	14.100864035804989
5	10	8.960428462916752	11.662787280740003	20.889531777822413
5	11	5.523991288966499	10.994168770499993	16.47226711679832
5	12	11.20462271233555	11.09515706378	22.221672339364886
5	13	4.123308651673142	11.063508284620012	15.18526826694142
5	14	5.186010087432805	17.270031279200005	23.12734075894696
5	15	6.482473756739637	29.301705328519997	34.6763455591572
5	16	5.320993239423842	5.5963338866699965	10.799811505290563
5	17	3.4131406681553926	8.430917450239999	12.40137717378093
5	18	13.697116092371289	25.17061259996	38.8197481961397
5	19	-1.5965848237101454	19.288473449139996	17.16595743750804
5	20	5.968606287555303	9.749325245870008	16.192310096870642
5	21	4.078604626964079	14.900694454859998	19.56863340496784
5	22	8.917082213039976	21.57156711966	31.123629426932894
5	23	3.898141985904658	11.003646800399997	14.6013731972198
5	24	5.912767155241454	11.285340306080004	16.736558867356507
5	25	4.436656977690291	10.711963312839996	15.14298610680271
5	26	3.653532150608953	20.095856312949994	23.69262107022223
5	27	1.314879760349868	8.706991014589999	9.683887636027066
5	28	1.0069370464771057	12.466900108930004	13.15817364733084
5	29	8.552874489396345	13.976312114899985	22.428846852795687
5	30	-1.0738024389138443	20.186946867949995	19.007524810527684
5	31	5.737539691734128	6.834773399369993	12.595054142380832
5	32	13.067187993612606	9.984783953140004	21.821761742059607
5	33	11.377139345713658	26.5637123446	37.25471099326387
5	34	8.947327738424065	11.747948878349996	19.90191645003506
5	35	6.824231756705558	18.773934036160004	24.81472756678704
5	36	3.302302181167761	11.383282254470007	14.796286230106489
5	37	8.319517714669928	10.80989603687	19.662138436193345
5	38	4.903935471054865	6.429286676400002	11.182050534989685
5	39	-1.3307380524638577	19.86367225348	18.496273881872185
5	40	-1.543392167543061	19.106509111600005	17.76112928733346
5	41	10.911607063550036	11.409142747729994	22.00701687001856
5	42	3.7031504828773913	14.281025010959986	17.501804854662623
5	43	4.10755852406146	18.57138323319	23.31024367516511
5	44	7.202157273248304	11.97123373651	20.069956616178388
5	45	4.151852952316403	8.070860700270007	12.78824913824792
5	46	0.4672430657083168	19.11612089472	19.45619306876324
5	47	3.2001131288707256	12.416837201119998	15.461962169531034
5	48	2.684277817956172	9.946788814299996	12.295407726080157
5	49	6.20524641990778	3.03803604773001	9.930267985531827
5	50	-1.87092411131016	21.83944022797	19.09356272238074
5	51	3.981780553120189	11.30295191541	14.972471506131114
5	52	4.331851273833308	10.686723157790002	15.0255115761247
5	53	7.029055207269266	18.095394726740007	25.08059898900683
5	54	-0.5906012308550999	18.83562424975001	18.00455784163205
5	55	4.854564187437063	11.007027528340004	16.333419743954437
5	56	12.468416631716536	-0.41083685177	11.982130011776462
5	57	11.807491282525008	8.30359591525	19.82227101974422
5	58	9.030509121570503	9.82293102649001	18.369072263565613
5	59	7.025100128783379	7.383482147879988	14.483633466181344
5	60	4.987673963216366	6.295685658340009	11.229163953685202
5	61	10.494353614049032	12.77360546675	23.237415046838574
5	62	5.389984017907409	21.65356937397	26.912360867339885
5	63	7.925637757551158	0.4417361516799989	8.662896267720498
5	64	5.659706745500444	12.01480038879	17.940337847336195
5	65	9.679145866655745	15.03938962573	24.42191050227848
5	66	-3.5005843843973707	18.89304589075001	15.61449157432071
5	67	9.690268116159132	18.331589076720007	28.00458274356788
5	68	5.156684791814769	5.349040325519997	10.73208394809626
5	69	0.5399362496100366	14.5433796459	14.440756334835896
5	70	3.010397625301266	8.546600149000007	11.961306019045878
5	71	7.478454693977255	6.660460668449998	13.405356516159372
5	72	6.80448784615146	12.187263635529996	18.74022822469124
5	73	6.755196143785724	15.24271988712	21.118863203941142
5	74	5.70894847047748	4.763212752370002	10.493166105792625
5	75	5.450814364448888	2.615119896540003	7.873443253629375
5	76	3.4014367903000675	8.612699606669999	11.242631519271526
5	77	4.756270650948864	14.58494230597	19.47433046658989
5	78	5.574916983372532	3.834179028879987	9.743197964737192
5	79	13.264909712946974	13.916840359890005	25.951477734866785
5	80	4.267937039490789	6.478378720320002	10.699807912431424
5	81	8.389576138055418	10.219643077009998	18.282252587290717
5	82	9.676058065379038	6.925916994440001	17.354364990489557
5	83	5.5441978690214455	9.07638742906	13.915535112930227
5	84	6.539264009625185	5.39766192708	12.18021853058599
5	85	4.361765098903561	22.89308813678999	27.63640625073458
5	86	1.2534783247101586	5.200668801010004	6.3135624680435285
5	87	-1.2470037274470087	18.59864352308	16.599392634117976
