Folder	Index	∆-ML_BH	PM6_BH	CC_BH	DFT_BH
1	0	-1.586174486175878	95.50191837671	92.9322053922806	98.2726117168204
1	1	1.3699307759816293	95.20670426536	95.62713675762645	101.68282532357262
1	2	-1.6485270686098374	93.6658118248	90.0204116293753	94.97603300091578
1	3	1.7556202025152745	94.48240290598	94.81764843364364	99.75733241715352
2	0	32.230127772607375	91.96240460976	124.65989895207169	125.76227684866171
2	1	34.3599528848863	94.76149744823	128.3491033270111	129.5735633221484
2	2	-0.0855478426383342	108.51600752084	107.7637863298587	110.40826505815494
2	3	2.9743934190191794	105.3462268575	108.0771009415912	110.6848782475572
3	0	15.375370166351786	63.26371875534	83.71075567786465	86.67092890280765
3	1	17.45563296310138	63.03055691371	82.18529789763852	84.93732805139734
3	2	16.134971278399462	62.67273015277	83.47858084274048	86.39755576985772
3	3	21.30898249632446	60.88126258499	82.42468848839053	85.88287337930524
3	4	14.763876747019822	54.08366105033	75.73886544210836	77.87038673520146
3	5	16.164218565885676	62.419876608630005	83.09353299546638	86.16444696829421
3	6	28.28598321796744	53.80759440425	81.58356291567907	84.16990511512267
3	7	16.072664002596866	24.883045483050005	40.184519931237446	40.25135503150523
3	8	28.55555110942805	53.963659045	81.67895202242653	83.95405739720445
3	9	27.17054400552297	80.14084533861	106.7981088362285	112.84800219803584
3	10	20.68498569523217	46.4958247371	67.53224291742663	70.2255992233404
3	11	19.739720516168745	56.832591819120005	80.01205713037052	83.52343890539487
3	12	16.95002262838534	26.49926174128	43.201201585528906	43.90124518418452
3	13	8.239459917414933	56.82416075408	64.2035934079322	65.7569248979562
3	14	24.446634443389485	53.81293530869	76.99056497227866	79.6211956301704
3	15	15.511206117866095	62.79700303678	83.81552595872199	86.76643100799993
3	16	23.006515871587908	44.66518823067	65.97343215759611	68.60094728789409
3	17	27.04149538881029	54.29578443289	81.41717160391272	83.66663787007565
3	18	29.87409768512589	54.10338042592	81.67424759885762	83.9642779880669
3	19	16.693837583006825	61.80620761090999	83.56837076295051	86.67410208267393
3	20	22.03452726121759	44.90510230382	65.82629439121229	68.65313410456292
3	21	32.480877882480854	54.20721212817001	81.00267498730682	83.5256296909356
3	22	17.819846983416937	61.13590796106001	82.64749367983313	85.79060210625175
3	23	0.1906321753631346	43.403487188140005	43.58062026713742	45.7015865863068
3	24	18.343321845139144	65.49367319398999	89.89064563901047	93.41757737891749
3	25	20.374038352194475	43.2063949002	65.63001845913823	68.1280650846602
3	26	20.9135891093174	61.69371654071	83.1670972664433	85.7214240184112
3	27	16.511559418257093	63.14726812861	83.31024780313601	86.40641576767666
4	0	-10.838676098792348	92.3530009096	80.0765377128555	81.1818005280511
4	1	-10.223320101911668	67.2038902928	56.08306414124672	56.962413155677496
5	0	25.73821156876511	46.08588956652	71.2105256501527	71.68804078816902
5	1	18.5610535768501	46.09788123452	63.29245724892826	63.78204938027193
5	2	27.401053421432152	33.042621465619995	58.94287632938358	59.08809542888776
5	3	27.745867013552925	39.91970700431	66.14444717977312	66.6544620442146
5	4	30.28702044361853	75.60345644949	106.05349543615011	110.58333188050892
5	5	26.907648343854817	42.63712735934	70.52538631114294	71.50797436269931
5	6	26.25512572284788	54.29724418785999	79.27408757555531	81.29797673010034
5	7	22.986246017884696	35.48692927586	56.67698147811461	56.680740404786775
5	8	21.695280795247527	57.07633630776	77.97278866163106	79.46018903856748
5	9	27.573042634583544	39.61164105339	66.80122391789337	67.96196434021113
5	10	27.57489102348336	49.07998537539001	75.80791669499013	76.3727011968731
5	11	28.992693700332893	39.22773472064	67.85421689716168	68.41170262420201
5	12	28.46314812923083	47.165225011850005	74.51998387870844	74.52857406396652
5	13	22.331266953930022	44.137298862680005	65.65184560100897	66.07135796334478
5	14	12.112901980639435	41.15825259715	52.363103443960426	53.28187045475352
5	15	25.596259943471523	52.31503299791	79.10591826838208	80.97329540076316
5	16	25.95592277441756	42.60999621049	67.11098253888485	67.65357092452177
5	17	27.923066401737746	41.02887172379	69.13628763266024	69.4656295699242
5	18	25.90491100025247	47.39921935197	72.7448849377397	73.36465123743983
5	19	17.487688898458146	51.71453408018	68.45547221240122	68.27717455796665
5	20	32.04546653715079	37.91409361304001	69.07715026070946	69.41191381553654
5	21	29.791872282570694	40.223670421120005	67.08729899456375	67.96967129301629
5	22	36.25250003422843	75.01619910053999	109.3841766109399	114.01388981324271
5	23	26.423722702777013	38.24697078627	63.03261163990828	64.09255286835833
5	24	23.61075895142858	44.1386087218	67.47103698280989	68.51277624286013
5	25	22.97099802273442	42.55037686572	64.88457717275014	64.30189741245704
5	26	23.095629646879388	56.36115553433001	78.97318895236822	80.63975407354883
5	27	22.830682079918915	48.93991346879	69.41786813989165	69.92648090160219
5	28	21.937860312871635	45.650133106210006	65.6232362484443	66.19018847495317
5	29	36.6872758428508	43.94921646836998	79.5418315428542	80.06043428639532
5	30	18.04156519341632	52.32861356192001	69.49223723632167	70.48731507133925
5	31	26.207268313650275	41.97083569390999	67.29204519520863	67.81562217490864
5	32	27.60232551628724	46.34621484225999	75.15398567196098	74.90686045537586
5	33	35.2070233587001	77.50959664861	114.0731932236813	118.75001753855032
5	34	27.32837470716913	48.4520347623	74.19312098817318	74.93909267528215
5	35	36.08251595497131	72.26044691753	106.28874659532448	111.54822299737134
5	36	23.538773660417064	43.582121531720006	65.45310215263453	65.6062841808598
5	37	30.303476521890843	47.88822804256001	77.93676984193735	79.27660351977102
5	38	25.768289507832375	42.43812562888	67.01559573819395	67.62512991658878
5	39	18.9094825865468	51.99382925226	70.07210817903979	70.88912588683888
5	40	23.28977792317164	53.76651602308	75.6969407259021	76.86854513824801
5	41	29.25422568540671	47.25670760214999	77.07921799019095	77.42891578387935
5	42	24.62208081426797	44.88042944690999	67.52234517916804	68.41030974587193
5	43	11.10453425522428	42.97550225113	52.63860971017857	53.6244585730019
5	44	28.865589005552465	48.39912613943	79.00568406653474	79.20109290879918
5	45	25.81813209730899	34.791347961339994	60.06025995363598	59.87178091186797
5	46	15.052029709768249	52.41287578443	67.64115493599093	68.07086021613213
5	47	22.03435921802884	44.78119839421	65.09138963004807	65.44977446476696
5	48	23.001828765962276	35.31570439945	56.66189273123746	55.85902288559009
5	49	28.05918929309701	34.54262462439001	62.132138841057895	61.74808261243743
5	50	17.64142412392539	51.07491465169	67.03591008504736	68.13553912239149
5	51	27.17118166660657	49.61490139961	77.57448540904443	78.5133407698595
