Folder	Index	∆-ML_RE	PM6_RE	CC_RE	DFT_RE
01	0	-0.8625315024401061	29.985094345209994	23.70129658083897	25.538051144016208
01	1	1.668446771451272	-1.0262861509700016	0.5232287601102144	0.0828693441580981
01	2	-4.60406234319089	25.451277589499995	23.6829170435376	22.323919757822296
01	3	1.1511159149813466	7.280978753470009	-0.12405380542622879	2.104422429460101
01	4	1.8713004741584882	16.736904780819998	24.989600677596172	24.722059646242997
01	5	0.8515917308977805	12.120262496669994	8.09421908587683	7.838614376378246
01	6	6.058509696886176	8.706082415129998	17.04081285148277	17.892071383597795
01	7	-13.355020496353973	8.895486199010008	-1.8263218120264355	-0.8088725979323499
01	8	-9.645897950103972	-20.667263905329996	-28.13387829164276	-27.13817320013186
01	9	7.690905961440876	33.45872773304002	45.260129471484106	43.62327831995208
01	10	4.7502120411081705	-3.99003150934999	2.2514010756858625	-0.7346695399901364
01	11	0.6389218336553313	8.274804381600006	2.9206768215226475	5.100778206571704
01	12	1.4739501525473315	-2.37375759887	0.47532896473421715	0.5463565367099363
01	13	-0.6342811734648421	-0.5721985812500066	-1.4650059369159862	-1.061617755854968
01	14	-1.5235373898176476	-17.52516554634999	-12.892562813329278	-11.897219778009458
01	15	3.9864699682511855	9.205198698189996	16.526988326368155	16.588588602491654
01	16	-1.9435030461463612	50.485535699939994	44.043394877866376	44.381527630233904
01	17	3.7292463027406484	14.347156753889998	18.436666067573242	16.811250816332176
01	18	3.4666448457574006	13.573025401790005	15.493631703517167	16.041690134588862
01	19	3.964210089063272	-37.07433324562999	-30.81129029125441	-32.26745467909495
01	20	-1.8183576851442922	32.416112158779995	31.159396882838337	31.25599438077188
01	21	-5.286039213300683	-1.7283268235800051	-4.302031649800483	-4.068083431513514
01	22	2.810383514879504	-5.5986653436600164	0.6863477301376406	-1.5362179961521178
01	23	2.002926013083197	13.040717565360005	14.732949468278093	14.788560828601476
01	24	-4.084085568028968	-14.847105535439994	-15.855581753363367	-13.505134112172527
01	25	-0.6468302378780209	-65.01874548894	-66.97265864850488	-68.14151881370344
01	26	-16.26746588406968	38.14523762592002	23.579906309314538	19.752345758723095
01	27	4.262470221583499	5.613993923889993	7.442810925334925	7.680674884410109
01	28	0.7596259282145184	4.554878275680004	2.6397581621131394	2.714078830642393
01	29	-2.652179055265151	16.90136589526	14.481696350558195	14.965532481262926
01	30	-2.387445202592062	37.0172413755	35.05591183051001	35.309881522203796
01	31	-9.114008195174392	-2.9802546566900077	-11.439917518786388	-9.833730445971014
01	32	4.519762901763897	11.59228549726	24.011373442190234	23.193186546792276
01	33	-0.014282542309956625	-3.3471420452400196	-2.173014770494774	-1.2707224666082766
01	34	0.40409548761090264	-0.015780573869989212	-0.17196051913197152	-0.0742791588709224
01	35	-3.498683411075035	15.889499725060006	16.797490377299255	15.264152687537717
01	36	8.89890730343177	14.252865345970001	29.10884240962332	26.530327079672134
01	37	-4.780226512841182	21.653889920479997	15.016916778695304	15.123070713540073
01	38	6.7237133340968285	17.44221318296	24.5096872059803	23.878886265592882
01	39	8.45530668128049	-56.25098439067001	-47.855696030921536	-49.517127795814304
01	40	-3.1393231088586617	0.10815331491000002	-10.119141368748387	-13.446868442202685
01	41	9.85406586714089	-7.940799530359996	0.8771951264061499	-1.9374223099439405
01	42	10.594261569116497	27.147282255640008	38.65131830077735	38.27894472409389
01	43	3.747217648429796	-17.47579446553999	-16.211798863485456	-18.0927081318805
01	44	3.9092275713337585	-65.51640432311999	-60.619237720937235	-63.40355313467444
01	45	9.86859870995977	29.015840106029984	40.123641461279476	38.24310116725974
01	46	9.370577820955077	-1.0852275052800024	10.421725743712159	9.082189551496413
01	47	-5.092286197439535	13.620076556059992	4.288181273266673	5.809026873466792
01	48	1.0811866630974691	19.74625076286	21.641077284439234	17.982735311990837
01	49	0.5433695100364275	-1.7310664585000004	1.189889399916865	0.9788360430975445
01	50	5.365197746199556	-17.093059626509998	-11.270936467917636	-11.633437673328444
01	51	9.31202395958826	-8.52777784242	1.9562653713510372	4.4547201747773215
01	52	-0.04516776680247858	7.11138658878	4.99981528025819	5.70599769052933
01	53	5.259679271286586	-16.649471684559998	-5.982979854336008	-5.525986611173721
01	54	5.274062232085271	2.0078110950400117	6.737527890189085	7.5707066766917706
01	55	10.700960232992657	11.429925230810014	15.50354558438994	14.803289825445972
01	56	11.958312427683268	-11.650998548659999	3.5498127648606896	1.3252522707916796
01	57	6.927578417729819	-39.36069695177001	-30.367125826800475	-30.61548480152851
01	58	13.17432398465462	10.304896918220006	20.771826638141647	20.255038787378
01	59	-4.166433013917413	2.151533542110002	-0.6699514302890748	0.5272344384284224
01	60	-18.06264212782844	-5.955410548389992	-22.0180630410905	-26.820158776943572
01	61	4.70836299523944	-21.1863024999	-16.495816907903645	-15.233352549548727
01	62	-2.2109979982487857	-1.6098145523899987	-6.479630927147809	-6.129928521346301
01	63	1.4908467386267148	16.179525133909998	17.511070724314777	14.933090407197597
01	64	-3.4830967914895155	7.883050424580002	5.689204743131995	7.600577460427303
01	65	3.0734761801431887	27.103971579349995	25.704949795588618	27.448932664177846
01	66	11.610144785256125	6.073482356390002	14.374963587120874	13.762885791511508
01	67	2.2500475455017295	57.19461796995	58.08098211014294	57.319672618439654
01	68	6.931676436739508	38.57512508718	46.90665005845949	48.56668663874734
01	69	12.357651099562645	6.355526387750004	17.405525597161613	13.096976936998544
01	70	8.616383142478298	-4.868903163160013	3.450976053602062	5.4520441414788365
01	71	-6.568634386989288	4.642191455260004	-2.3339590976538602	-1.7452581363613717
01	72	0.19297935595386662	-12.478859491669994	-10.484338393289363	-11.561353912111372
01	73	-0.3972419608035125	16.243957288510003	16.21871713345172	16.082837698457297
01	74	8.56565228078398	-13.103969001879996	4.864069598523201	5.2839463230920956
01	75	19.64474673886434	-4.629429553199998	14.34348315250827	12.21718745934777
01	76	14.465416221763007	-74.13619515654001	-65.37380494188983	-67.4395957516972
01	77	9.132415925967507	29.986346552080008	39.94551906961715	41.3539842920145
01	78	-2.5469175697944593	-0.1493516127600003	-3.4842621566494927	-1.7745247245475184
01	79	-8.329763835237827	4.731732317780001	-2.3787387532065623	-1.2514366359100677
01	80	6.288301111082546	35.661221251970005	46.19727371353656	44.68259921018034
01	81	6.5392549831885844	8.475348886269998	17.865166231640615	17.46181264182087
01	82	-4.853823473386001	18.85088595337001	17.74984789500013	20.46766720362939
01	83	-16.58010665490292	-12.043234478490003	-25.609097164764535	-24.52873550937511
01	84	-0.509739845409058	15.369983769860003	15.016324113530573	12.92381725111045
01	85	-1.5771150449290872	-0.7138616899500079	-2.764275491645094	-2.466074993746588
01	86	4.714231556514278	-21.62669881328999	-17.118225986661855	-14.901137224107515
01	87	-14.13559165672632	63.56741466571	59.089292289630976	56.206822767155245
01	88	2.8554755847435445	9.56933492137	10.49787744769128	9.654943900415674
01	89	15.608955827832688	20.39057000276999	31.107283860997995	30.96327545880922
01	90	9.305632286588661	23.48082515246	28.71740669303108	28.422919000004185
01	91	-19.21820513997227	-2.39189499672	-21.456947528378805	-19.399534743570257
01	92	4.747392833116464	43.606762103370016	47.36041246945388	47.28462051550741
01	93	8.151786742731929	13.076909341819999	17.25298004972865	18.642463845259044
01	94	-6.635974260105286	7.941551315699996	-0.8272175438760314	-7.152232054882916
01	95	7.302943656948628	-19.05567135755001	-11.947958370146807	-10.922652307432145
01	96	-1.7286516582826152	-4.8486049589799975	-4.944526772509562	-5.733382509264629
01	97	6.424642071200651	-3.4522813005199993	3.8720450266700936	3.0235883938730694
01	98	-3.0264155900804326	17.13189187602	20.472712928487454	21.994829184375703
01	99	-1.0556589908956084	10.827934272850001	6.498610047914553	10.985154264664743
01	100	-3.9300693695695372	16.013382879859996	11.41422537008475	14.449134359776508
01	101	9.752336980658583	-8.699980500990009	1.8628433593548834	0.22084270883351564
01	102	5.078575649327831	13.657036260489988	21.42648869167897	19.630079173017293
01	103	15.493260671239113	31.029801543100003	44.327970996062504	45.55141861768789
01	104	-0.2808573908987455	4.550918719150001	10.005651761544868	10.704007302323589
01	105	17.64554221506114	26.06590361456999	42.90799607854569	49.47109823941719
01	106	4.93070776789682	13.255589807199996	17.01033325996832	16.213230945315445
01	107	-3.5781938438594807	-25.886123144260004	-29.47412014735164	-30.82448112606653
01	108	1.4356785590643995	31.133711652409986	32.695817814877955	33.15081398404436
01	109	-9.287192780408077	62.041631726830005	57.365042633144185	56.00311661307933
01	110	-1.248700674448628	-50.43754366095	-49.21104738838039	-46.25622198614292
01	111	-3.2717114172992297	2.352214106089999	3.7057644072338007	3.63471146824304
01	112	-5.696039035829017	-9.412163357419999	-16.548437269433634	-19.143983074114658
01	113	0.004011175100458786	-0.005470045480002739	-0.042406689026392996	-0.062047657498624176
01	114	10.272288565116469	32.46686228141	38.98620407836279	38.26697150489781
01	115	5.609015282680048	-13.145480927969999	-3.278766476752935	-0.5449267608928494
