Folder	Index	∆-ML_BH	HF_BH	CC_BH	DFT_BH
01	0	-2.978192105103517	42.89952811607509	38.51009796134895	39.653512729506474
01	1	-2.010661680553767	12.158709629118675	9.39005717865075	11.330458956916118
01	2	-15.420363219478077	69.47564953099936	56.94705229016836	54.75875967348111
01	3	-16.606974250804797	64.32310191000579	54.28850410677842	54.8498386980209
01	4	-18.32692304328657	56.416596244001994	39.155674020323204	41.158524715778185
01	5	-11.93139601728899	50.971027603256516	42.985476090339944	42.59895926373429
01	6	1.7070753976222477	70.5902128071175	65.16775349428644	70.83772544685053
01	7	-20.797886533346627	144.26242957398063	116.49569464684464	124.67091283790069
01	8	-31.206484384427313	130.72885675987345	83.22279164602514	99.19673116251943
01	9	-23.33171229898244	155.10721905861283	124.0589411224355	134.60673388815485
01	10	-16.049051127467465	111.36229218504741	95.40405714148073	99.2542865567666
01	11	-37.35940877247231	93.02132654641173	56.97399203357054	55.65546432125848
01	12	-9.163596548955411	59.18517259351211	51.892068418848794	53.867259870807175
01	13	-8.883019974871331	116.61569665221032	101.9791302154481	107.7098791699973
01	14	-22.993495236405124	152.95178361219587	125.4946182067506	134.1228032077779
01	15	-45.98286871004507	132.49346068521845	77.6113966855919	98.11801836150698
01	16	-27.74050644966883	112.5289154429629	83.12151970370905	89.23432320065331
01	17	-5.2910712910902475	93.62865149055142	88.3506156761141	91.32255457225256
01	18	-22.973979414314044	99.89381143555511	77.74354256084189	81.92761770714424
01	19	-19.462787867510087	98.2757157139713	82.5671518103336	84.92300492638606
01	20	-27.565996908578654	116.74578088300768	87.6247484816704	91.73698200617218
01	21	-8.495947119798075	35.944678916508565	34.47067231030087	36.05109574567177
01	22	-27.124221739261884	93.73856204599724	64.13151887108688	66.32575428171549
01	23	-17.78137239622265	106.49567205103813	98.59601316624321	100.68768061196897
01	24	-27.025580329401237	88.10921648098156	65.25151068309788	68.54420363734243
01	25	-3.0558641611755775	59.494850501359906	55.413135771872476	58.32256118033547
01	26	-17.001582694224908	98.88708092781599	78.62083223692025	83.47944101432222
01	27	-24.13842384442023	91.12187400832772	67.74952502333326	64.7618816543254
01	28	-26.974092379191916	84.8049331184593	57.58032766508404	59.68868428413407
01	29	-20.220488956314057	106.3350528824958	83.09823511296418	84.33900608264958
01	30	-10.064139011843508	85.2847220611875	77.65569206231157	79.69969954597764
01	31	-22.94867069764541	50.13609388220357	27.728038736910094	27.485322764405282
01	32	-32.12156019241456	123.94757081195712	92.04927040784969	94.97762420302024
01	33	-17.55822319330491	88.40799811363104	71.87638838283601	76.99996690126136
01	34	-11.800995688511193	60.33965198151418	48.020334714325145	53.01870407615206
01	35	-25.0726602339073	92.59276739295456	61.67928502947325	73.87294345258852
01	36	-14.742349055038176	70.30493102542823	52.93044078745879	53.87730289279716
01	37	-19.784390469028494	97.4753018541378	80.53537813411094	84.41177475260338
01	38	-11.043315320655893	91.19602172003943	79.27783266574261	83.17634238125174
01	39	-20.26579290005975	75.57023261085851	57.58448093314655	58.099181772442535
01	40	-11.039152346135324	75.09860722671147	59.61039022251498	61.36203161603771
01	41	1.7799660711530123	148.6448884186102	141.63339473030646	142.8208696540678
01	42	-15.252305616159902	64.96418339951197	58.16860661190003	60.84203138190787
01	43	-25.584793977196114	99.15428757609334	80.01972026747535	84.72361807894777
01	44	-19.4121322162473	174.82101852304186	134.02994849393144	146.28131681928062
01	45	-9.437034662838414	55.91995208946173	44.93269697675714	49.80562196089886
01	46	-17.957378893827126	88.12276014761301	70.45618516247487	71.93010413722368
01	47	-11.535245060600573	36.9628176514816	28.781868826772552	33.347470420994796
01	48	-9.008149599769695	43.21111546643078	31.996613632974913	29.267459892027546
01	49	-24.189785769606715	96.07489872243605	65.28507812911994	66.49404811768909
01	50	-13.672325293224276	72.1426656768599	55.09946832834976	58.4413617127866
01	51	-2.3566031662417117	8.105901737813838	8.643112321617082	7.01979561225744
01	52	-36.3730727220036	112.29824417855707	74.81389966141433	77.2640303488588
01	53	-24.7461631797305	108.92902823982877	59.74403966849786	77.01877767735277
01	54	-4.304563483163065	53.66812438715715	56.42519795973203	57.65151205120492
01	55	-9.612667577628144	55.32272320735501	44.62818009837065	44.95955370090087
01	56	-16.53516759346985	68.00114942152868	34.00714591424912	42.579968612641096
01	57	-20.142961690137327	158.72667112931958	133.96890398551477	137.9975417475507
01	58	-12.142699189583709	57.20716309957788	45.47385328047676	46.81947063206462
01	59	-6.216319550533399	21.00137253064895	19.285583918361226	20.67884047710686
01	60	-10.349742440493173	41.67841886979295	30.0104152134154	31.353057708824053
01	61	-9.425404048789687	182.82360281664296	159.80899987946032	167.48847790321452
01	62	-4.807194382197849	37.740740215580445	32.7602753364481	33.45921201191959
01	63	-8.647674442800053	59.58011587301735	55.85238365246914	54.504713880771305
01	64	-20.61150111305915	67.29914334020577	49.951267687021755	51.29876219580183
01	65	-14.097731511139955	54.95871151299798	39.84896999967168	41.652620640874375
01	66	-17.808808774336285	60.126257943338715	42.47733607713599	44.91622918806388
01	67	-8.287086587939484	65.55724287091289	61.27827442722628	61.36246516092797
01	68	-39.10849008281957	107.58358384502935	53.795854100055294	66.6419192206813
01	69	-15.428303119820612	55.44231703475816	37.986825385538395	43.36991512984969
01	70	-21.30591257293645	112.38263323600404	94.73470298852772	97.6056305305101
01	71	-4.87299025081461	56.882760807086015	52.30413672266877	56.01473238845938
01	72	-13.737836617904122	148.10982019244693	119.2449943900574	123.9783501951897
01	73	-19.011348395344953	79.88849913426384	61.42906042795221	61.75791578022472
01	74	-12.522571422542114	45.17031418427359	41.19928485652781	39.834151065326296
01	75	-5.058308986876682	61.89598830677278	57.02670694486005	55.17585986567428
01	76	-12.850364545478214	42.167796534718946	28.936851911334088	32.311844605515944
01	77	-11.576654665568412	144.24346659588628	109.91763979848474	126.2653711370076
01	78	-17.194600093550434	61.87308422091883	41.78894745736034	41.62561171481502
01	79	-1.196690638488235	61.617860016267514	52.04206343070837	56.00881496153306
01	80	-24.36700523444847	157.968853057886	113.0013202855771	132.55397248684312
01	81	-23.451860766949267	110.16019203860196	87.6669222555065	89.02079540933482
01	82	-14.523314504073369	62.14033929709694	45.31591378862504	46.69167634859332
01	83	-31.10394042679809	56.99694454733981	28.51757938240189	29.70114548347192
