Folder	Index	∆-ML_RE	HF_RE	CC_RE	DFT_RE
01	0	-16.699262988745886	41.87084132543532	23.70129658083897	25.538051144016208
01	1	-16.54566938968719	36.385799342155224	23.6829170435376	22.323919757822296
01	2	6.8603450273526505	-1.3743097233527806	7.417130307061598	11.403499745501904
01	3	-4.665404289491562	31.309218937938567	24.989600677596172	24.722059646242997
01	4	2.2347129846416465	8.287015128153143	8.09421908587683	7.838614376378246
01	5	4.463776967587819	15.267722514894558	17.04081285148277	17.892071383597795
01	6	-12.292257981458988	55.89825408864999	45.260129471484106	43.62327831995208
01	7	1.1962646665651846	3.2942518710624427	3.1332383612170815	3.1510575186403003
01	8	-6.00826255220818	9.902080647472758	2.9206768215226475	5.100778206571704
01	9	0.19757091426026818	-0.99876527293236	-1.4650059369159862	-1.061617755854968
01	10	-0.8630738108172409	-13.204544505017111	-12.892562813329278	-11.897219778009458
01	11	9.982088417607429	32.87229365820531	44.043394877866376	44.381527630233904
01	12	0.5503011458486071	18.012391629366903	18.436666067573242	16.811250816332176
01	13	-4.079766068249228	20.019517815642757	15.493631703517167	16.041690134588862
01	14	1.0961468131024503	-0.776755682512885	0.03011292321025394	-0.043845689186127856
01	15	7.74915469038956	-8.21939134495915	0.6863477301376406	-1.5362179961521178
01	16	8.7216708764131	-25.000139508891152	-15.855581753363367	-13.505134112172527
01	17	16.843240789529318	-84.50873200054048	-66.97265864850488	-68.14151881370344
01	18	-6.827788042971633	30.133551195031032	23.579906309314538	19.752345758723095
01	19	-3.9014533052427396	7.548173871356994	2.6397581621131394	2.714078830642393
01	20	-1.7010198567827501	15.066470040590502	14.481696350558195	14.965532481262926
01	21	-8.973576060171126	48.492250665818574	40.81214769164217	39.94618322359747
01	22	13.993030027489112	23.529409856593702	35.05591183051001	35.309881522203796
01	23	-1.2630917572805629	-13.911294213437941	-19.67358586692717	-20.513099482748657
01	24	4.989579495769249	6.66055291207158	20.415090657712426	20.630829989386257
01	25	-11.164110646110657	34.08477351581678	24.011373442190234	23.193186546792276
01	26	-7.109626483920238	22.58287290998851	16.797490377299255	15.264152687537717
01	27	-1.2406220742736878	14.956674789602403	15.016916778695304	15.123070713540073
01	28	4.094705250286097	21.152967968926532	24.5096872059803	23.878886265592882
01	29	-21.144914749913823	42.30474599546869	20.65179465361871	20.0087622119172
01	30	0.55801798196444	-5.784148774546338	-10.119141368748387	-13.446868442202685
01	31	5.690923970416179	32.21881462886813	38.65131830077735	38.27894472409389
01	32	3.373114598909069	-19.80109880742384	-16.211798863485456	-18.0927081318805
01	33	7.400094857202475	-63.64313974304241	-60.619237720937235	-63.40355313467444
01	34	-4.5091503234443735	12.924834236764582	9.096182905574096	4.831108654150739
01	35	-3.673811309634857	10.46274877875112	8.554260979988612	8.448393000260694
01	36	3.1908854258831525	-10.488032749504782	-11.270936467917636	-11.633437673328444
01	37	5.463842066776124	-1.153374770830851	1.9562653713510372	4.4547201747773215
01	38	-2.8200327952727093	7.2668239730992354	4.99981528025819	5.70599769052933
01	39	1.659633955917343	-8.185985325224465	-5.982979854336008	-5.525986611173721
01	40	1.0741825222748957	5.375820948684122	6.737527890189085	7.5707066766917706
01	41	-0.21124688539475756	2.0661459476395976	0.8618596279120538	0.893801280471962
01	42	4.1702461529594075	15.71590880030999	15.50354558438994	14.803289825445972
01	43	-4.614390762101721	19.82246473125997	15.084773476904957	17.348726600437658
01	44	-0.23171279615917229	-1.421971991454484	-0.6699514302890748	0.5272344384284224
01	45	5.600478031518378	-28.79269591937191	-22.0180630410905	-26.820158776943572
01	46	9.314645915498886	-25.470215200592065	-16.495816907903645	-15.233352549548727
01	47	-6.910785944064628	26.30330866179429	17.511070724314777	14.933090407197597
01	48	-0.9242093120442405	23.555346450797515	25.704949795588618	27.448932664177846
01	49	4.62077457413352	10.331278587837005	14.374963587120874	13.762885791511508
01	50	-13.474928080653171	71.79338528550579	58.08098211014294	57.319672618439654
01	51	-12.393660572435238	56.65660947904689	46.90665005845949	48.56668663874734
01	52	-2.7670880944501732	19.446085476287408	17.405525597161613	13.096976936998544
01	53	3.452172442950541	24.79071194556309	31.735725671285763	32.37911555694882
01	54	-4.925272005504894	26.58073590096319	16.21871713345172	16.082837698457297
01	55	13.452541219875911	-9.260713202791521	4.864069598523201	5.2839463230920956
01	56	7.0436695355506345	10.908532118337462	14.34348315250827	12.21718745934777
01	57	-2.8654003294795984	-0.12467644974822178	-3.4842621566494927	-1.7745247245475184
01	58	-0.0785593609116404	-1.1223993700114079	-2.3787387532065623	-1.2514366359100677
01	59	-6.0680355400406825	52.20838325365912	46.19727371353656	44.68259921018034
01	60	-5.052277719996255	18.695326346321963	15.016324113530573	12.92381725111045
01	61	-0.279510654498381	-1.4051536770712119	-2.764275491645094	-2.466074993746588
01	62	-7.1443946153835896	24.988053291192045	17.274143037648173	15.290199974144343
01	63	4.861435984031232	-19.763710170285776	-17.118225986661855	-14.901137224107515
01	64	7.098529233693625	2.973518567858264	10.49787744769128	9.654943900415674
01	65	4.035069853991899	28.021700849669287	31.107283860997995	30.96327545880922
01	66	2.8895901133487314	25.90381777283619	28.71740669303108	28.422919000004185
01	67	-6.689873947591877	-16.050370257376926	-21.456947528378805	-19.399534743570257
01	68	10.415537640324601	37.068378921278054	47.36041246945388	47.28462051550741
01	69	3.2041782530404816	25.112748189654667	27.226468774082605	26.130672458326444
01	70	-0.07403374857631206	-2.3984489044814836	-2.745905178715475	-3.0178024140768684
01	71	-4.555444011119562	39.13172527565621	35.326882017659955	33.14222149271518
01	72	-4.108472600332334	-1.873170030390611	-4.944526772509562	-5.733382509264629
01	73	5.9106418906268345	-2.2185439053282607	3.8720450266700936	3.0235883938730694
01	74	-5.7112367001200255	17.05621522659203	6.498610047914553	10.985154264664743
01	75	-1.7931059543842593	13.6183677433728	11.41422537008475	14.449134359776508
01	76	-9.10438996504081	29.46912515643635	21.42648869167897	19.630079173017293
01	77	-1.9090465260680958	-20.933142245805357	-22.668006834515836	-22.697301095788134
01	78	-2.0505268927108773	12.556544745486462	10.005651761544868	10.704007302323589
01	79	-16.253460485989308	27.67254268101533	17.01033325996832	16.213230945315445
01	80	0.36541624253004557	3.6408618102723267	3.7057644072338007	3.63471146824304
01	81	0.6977694578422415	-18.069633395352867	-16.548437269433634	-19.143983074114658
01	82	-0.006398703058721367	-0.0005834407638758421	-0.042406689026392996	-0.062047657498624176
01	83	5.436203980209484	32.45981487035169	38.98620407836279	38.26697150489781
