Folder	Index	∆-ML_BH	HF_BH	CC_BH	DFT_BH
01	0	-19.677455093849403	84.77036944151041	62.21139454218792	65.19156387352268
01	1	-18.556331070240958	48.5445089712739	33.07297422218835	33.654378714738414
01	2	-8.560018192125426	68.10133980764658	64.36418259722996	66.16225941898301
01	3	-21.27237854029636	95.63232084794436	79.27810478437459	79.5718983442639
01	4	-16.092210058644923	64.70361137215514	47.249893106200034	48.99713909215643
01	5	-7.46761904970117	66.23875011815107	60.02628894182271	60.49103064733208
01	6	-10.58518258383674	126.48846689576749	110.42788296577055	114.4610037668026
01	7	-19.601621866781443	147.55668144504307	119.62893300806172	127.82197035654099
01	8	-37.21474693663549	140.6309374073462	86.14346846754779	104.29750936909113
01	9	-23.13414138472217	154.10845378568047	122.59393518551951	133.54511613229988
01	10	-16.912124938284705	98.1577476800303	82.51149432815146	87.35706677875714
01	11	-27.377320354864878	125.89362020461704	101.01738691143692	100.03699195149238
01	12	-8.613295403106804	77.19756422287901	70.32873448642204	70.67851068713935
01	13	-12.962786043120559	136.63521446785307	117.47276191896526	123.75156930458616
01	14	-21.897348423302674	152.17502792968298	125.52473112996086	134.07895751859178
01	15	-38.23371401965551	124.2740693402593	78.29774441572954	96.58180036535487
01	16	-19.01883557325573	87.52877593407175	67.26593795034569	75.72918908848078
01	17	11.55216949843907	9.119919490010943	21.377957027609227	23.181035758549115
01	18	-29.801767457285678	130.02736263058614	101.32344887015643	101.67996346586733
01	19	-23.364241172752827	105.82388958532829	85.20690997244674	87.63708375702845
01	20	-29.267016765361404	131.81225092359819	102.10644483222859	106.70251448743511
01	21	-17.4695231799692	84.43692958232714	75.28282000194304	75.99727896926925
01	22	-13.131191711772772	117.26797190259094	99.1874307015969	101.63563580391929
01	23	-19.044464153503213	92.58437783760019	78.92242729931604	80.17458112922031
01	24	-22.036000833631988	94.76976939305314	85.6666013408103	89.17503362672869
01	25	-14.219974807286235	93.57962401717668	79.42450921406271	81.51574772712775
01	26	-24.111209178145145	121.4699538378045	95.4183226142195	98.74359370185994
01	27	-25.37904591869392	106.07854879793013	82.76644180202857	79.88495236786548
01	28	-22.87938712890582	105.95790108738584	82.09001487106434	83.56757054972695
01	29	-41.36540370622788	148.6397988779645	103.75002976658288	104.34776829456678
01	30	-9.506121029879068	79.50057328664116	67.53655069356319	66.25283110377495
01	31	-17.257746727229232	82.3549085110717	66.37935703768744	65.76426748849917
01	32	-28.748445593505494	104.14647200453328	75.83747154436423	76.88491607113974
01	33	-10.158128336102436	24.764858370588627	11.257150661898777	13.59641376658692
01	34	-16.310146011955567	73.26448621827876	57.11651761989924	57.8498127303028
01	35	-28.746471543542157	103.05551617170568	70.23354600946186	82.32133645284921
01	36	-11.551463629155023	59.81689827592345	41.659504319541156	42.24386521946872
01	37	-14.32054840225237	96.32192708330695	82.49164350546198	88.8664949273807
01	38	-13.863348115928602	98.46284569313866	84.2776479460008	88.88234007178107
01	39	-18.606158944142408	67.38424728563405	51.60150107881054	52.57319516126881
01	40	-9.964969823860429	80.47442817539559	66.34791811270406	68.93273829272948
01	41	1.5687191857582548	150.7110343662498	142.49525435821852	143.71467093453975
01	42	-11.082059463200494	80.68009219982196	73.67215219628997	75.64532120735385
01	43	-30.199184739297834	118.97675230735331	95.1044937443803	102.07234467938542
01	44	-19.643845012406473	173.39904653158737	133.35999706364237	146.80855125770904
01	45	-3.836556631320036	27.127256170089822	22.914633935666643	22.98546318395529
01	46	-8.64273297832824	62.65254494702094	53.96036825457122	56.69675158767495
01	47	-18.4460310046652	63.26612631327589	46.29293955108733	48.28056082819239
01	48	-9.932358911813935	66.7664619172283	57.70156342856353	56.71639255620539
01	49	-19.569011195473195	106.40617731027305	79.66004171624081	80.2569339092006
01	50	-27.147253373877447	143.9360509623657	113.1804504384927	115.76103433122626
01	51	-14.75026373867695	64.76251121686073	55.54976238007657	55.58648225100478
01	52	-39.14016081645377	131.74432965484448	92.21942525857594	90.36100728585734
01	53	-21.29399073677996	133.71974018539186	91.47976533978363	109.39789323430159
01	54	-9.229835488667959	80.24886028812034	72.64391509318375	73.73434974966221
01	55	3.839873642247767	46.06201000456349	49.49224969689385	50.243500023992965
01	56	-9.491498057919216	78.90968153986614	48.35062906675739	54.797156071988866
01	57	-23.008362019616925	158.60199467957136	130.48464182886528	136.2230170230032
01	58	-12.22125855049535	56.084763729566475	43.0951145272702	45.568033996154554
01	59	-12.284355090574081	73.20975578430807	65.48285763189779	65.3614396872872
01	60	-15.402020160489428	60.37374521611491	45.02673932694597	44.2768749599345
01	61	-9.704914703288068	181.41844913957175	157.04472438781522	165.02240290946793
01	62	-11.951588997581439	62.72879350677249	50.034418374096276	48.74941198606393
01	63	-3.786238458768821	39.81640570273157	38.73415766580729	39.60357665666379
01	64	-13.512971879365523	70.27266190806404	60.449145134713035	60.9537060962175
01	65	-10.062661657148055	82.98041236266727	70.95625386066968	72.6158960996836
01	66	-14.919218660987553	86.0300757161749	71.19474277016707	73.33914818806807
01	67	-14.976960535531362	49.50687261353596	39.821326898847474	41.96293041735771
01	68	-28.69295244249497	144.6519627663074	101.15626656950917	113.92653973618872
01	69	-12.22412486678013	80.55506522441283	65.213294159621	69.50058758817613
01	70	-21.37994632151276	109.98418433152256	91.98879780981224	94.58782811643323
01	71	-9.428434261934171	96.01448608274222	87.63101874032873	89.15695388117456
01	72	-17.846309218236456	146.23665016205632	114.30046761754784	118.24496768592508
01	73	-13.100706504718119	77.66995522893558	65.3011054546223	64.78150417409779
01	74	-18.23380812266214	62.22652941086562	47.697894904442364	50.81930532999104
01	75	-6.851414941260941	75.51435605014558	68.4409323149448	69.62499422545079
01	76	-21.954754510519024	71.6369216911553	50.36334060301306	51.94192377853324
01	77	-13.485701191636508	123.31032435008092	87.2496329639689	103.56807004121947
01	78	-19.24512698626131	74.42962896640529	51.794599218905205	52.32961901713861
01	79	-17.450151124477543	89.29040269728284	69.05239669067669	72.2220459068485
01	80	-24.001588991918425	161.60971486815833	116.7070846928109	136.18868395508616
01	81	-22.754091309107025	92.0905586432491	71.11848498607287	69.87681233522017
01	82	-14.52971320713209	62.13975585633307	45.273507099598646	46.629628691094695
01	83	-25.667736446588606	89.4567594176915	67.50378346076468	67.96811698836973
