Folder	Index	∆-ML_RE	R2S_RE	CC_RE	DFT_RE
01	0	-2.7477205346245057	25.58184840530157	23.70129658083897	25.538051144016208
01	1	-0.12495108005435895	-1.3831466601986904	0.5232287601102144	0.0828693441580981
01	2	-2.880284796346814	25.64355476151104	23.6829170435376	22.323919757822296
01	3	0.5564790931720154	0.6989043902140111	-0.12405380542622879	2.104422429460101
01	4	-4.268728144455167	11.356935176212573	7.417130307061598	11.403499745501904
01	5	-1.846383588119096	16.960869935515802	16.336276989488397	19.638964537793072
01	6	0.36793556270043837	24.720272426493466	24.989600677596172	24.722059646242997
01	7	0.8234703783155055	8.453231177089037	8.09421908587683	7.838614376378246
01	8	-2.720754596274787	20.29309849673882	17.04081285148277	17.892071383597795
01	9	-1.5292184635546562	0.002744247089140117	-1.8263218120264355	-0.8088725979323499
01	10	-0.9199646494489002	-25.597345330112148	-28.13387829164276	-27.13817320013186
01	11	-0.9657721246059339	46.235086671222234	45.260129471484106	43.62327831995208
01	12	0.6830469447689325	3.3044494010391645	3.1332383612170815	3.1510575186403003
01	13	4.434081806466395	-2.4205988989851903	2.2514010756858625	-0.7346695399901364
01	14	-1.1233344428640066	4.910564985126257	2.9206768215226475	5.100778206571704
01	15	0.3326443173793905	0.4909711731597781	0.47532896473421715	0.5463565367099363
01	16	-0.1472251466497596	-1.4987878492975142	-1.4650059369159862	-1.061617755854968
01	17	-1.980330186228798	-11.96439156748238	-12.892562813329278	-11.897219778009458
01	18	-3.2413763797081856	18.550125695590395	16.526988326368155	16.588588602491654
01	19	-4.2150009638169195	49.72435304321698	44.043394877866376	44.381527630233904
01	20	2.183698235477266	17.372859832306858	18.436666067573242	16.811250816332176
01	21	-4.956097551201822	70.58939645127975	67.93534744947101	66.91157493655919
01	22	0.8503938271383618	14.449888451199513	15.493631703517167	16.041690134588862
01	23	-4.098781593329022	0.32401948154438287	-3.299092354020104	-1.1813660913030617
01	24	3.700127056601758	-35.55310022231424	-30.81129029125441	-32.26745467909495
01	25	-2.6648435026534685	35.77368003691663	31.159396882838337	31.25599438077188
01	26	-0.08651617501124065	-0.03431923140306026	0.03011292321025394	-0.043845689186127856
01	27	0.9630382386572194	-0.7275022122776136	0.6863477301376406	-1.5362179961521178
01	28	-0.4708876140259406	15.166992503713118	14.732949468278093	14.788560828601476
01	29	-0.9167968066991534	-14.770036007656017	-15.855581753363367	-13.505134112172527
01	30	4.482540580878094	-70.96809332666453	-66.97265864850488	-68.14151881370344
01	31	-1.0951067882395762	23.709840644267388	23.579906309314538	19.752345758723095
01	32	-0.2585504974086348	7.997194961353671	7.442810925334925	7.680674884410109
