Folder	Index	∆-ML_BH	PM6_BH	CC_BH	DFT_BH
01	0	-14.90538362407824	6.041681375289997	62.21139454218792	65.19156387352268
01	1	18.29413287740317	102.820251176	117.92163772531785	124.2057814032014
01	2	-6.710107017948758	34.804829363479996	33.07297422218835	33.654378714738414
01	3	2.131362573534716	104.05506782131	87.81810951599618	97.56120140053099
01	4	13.753246021340601	54.13619147444	79.27810478437459	79.5718983442639
01	5	1.3509800843603443	52.665729328569995	47.249893106200034	48.99713909215643
01	6	15.233007214323152	34.20163001435999	60.02628894182271	60.49103064733208
01	7	-6.8503374261490535	52.92381308482999	45.94045600068057	45.156807415158255
01	8	2.4737617801874876	71.96437032852	87.36430098308483	89.80065047676908
01	9	27.942064600152662	86.91232809793003	110.42788296577055	114.4610037668026
01	10	14.766853293898748	32.66516526660001	53.94204867564258	55.30001744523179
01	11	-11.625593284872593	108.14741131959998	86.14346846754779	104.29750936909113
01	12	6.6513418689137325	128.41928687007	126.95485284348251	131.9907007800357
01	13	-1.4918079789786134	131.40240338445	122.59393518551951	133.54511613229988
01	14	19.564287307468476	58.87557309275	82.51149432815146	87.35706677875714
01	15	14.658374956430634	39.47472849009001	53.662326876830775	55.94453731490648
01	16	-2.0389926277275663	103.35023908589001	101.01738691143692	100.03699195149238
01	17	20.158018355810782	50.2285311938	70.32873448642204	70.67851068713935
01	18	21.765942826139508	92.93331000938	117.47276191896526	123.75156930458616
01	19	-0.6599209499545395	81.63943717030003	82.72862192601315	89.017174847977
01	20	14.066747963544913	63.201950134689994	83.67041063331999	83.11839264564333
01	21	5.591920764243696	-20.144607055550004	102.6234471492935	105.1740288111032
01	22	0.48807359221973456	88.64041508815001	78.29774441572954	96.58180036535487
01	23	4.1687328887637705	94.38248002628	132.4193567892071	153.20485162272234
01	24	-11.081156552943867	74.09515367281001	67.26593795034569	75.72918908848078
01	25	6.601153851574054	14.176584500950014	21.377957027609227	23.181035758549115
01	26	1.277057611674536	91.40316625431	101.32344887015643	101.67996346586733
01	27	5.042212174506858	78.86567673047999	74.91788587166229	82.39769339884515
01	28	0.36779851076425985	87.31306427549998	85.20690997244674	87.63708375702845
01	29	10.71341425209539	86.28705946751	102.10644483222859	106.70251448743511
01	30	1.9775248242658563	95.56751049458	99.1874307015969	101.63563580391929
01	31	-2.4562861459271517	18.379887825679987	100.61309243700816	107.93934896151768
01	32	4.441391544067301	54.39556433500999	79.42450921406271	81.51574772712775
01	33	4.478416906844359	84.56006325785998	96.95059489030973	98.57862985983957
01	34	3.354162992327474	-18.900217830649993	55.92210136531503	66.70325890861568
01	35	1.081014786468586	91.27890490075002	95.4183226142195	98.74359370185994
01	36	7.583478107728297	41.17240507148001	44.02478473156225	47.56511024219799
01	37	3.995879081747262	81.75378003077	82.76644180202857	79.88495236786548
01	38	5.6771905821806286	72.2241559792	82.09001487106434	83.56757054972695
01	39	16.36859008410829	57.96868936371	93.93029267471866	110.83947390897083
01	40	7.627101289923303	66.19086415933	67.53655069356319	66.25283110377495
01	41	8.627668250410352	43.57359130481	61.95952108630445	62.925263150420506
01	42	16.68320936357486	50.293394587230026	66.37935703768744	65.76426748849917
01	43	4.431731732271146	73.19953058124	75.83747154436423	76.88491607113974
01	44	-0.7493120151339099	17.411274679520005	11.257150661898777	13.59641376658692
01	45	0.07718811024096794	87.22167392879999	95.65472451227834	103.297757089691
01	46	17.457983608503127	62.45056836043999	75.20458128652535	76.8589195185632
01	47	1.6503008914878592	51.57884143849001	57.38776915005292	57.44261950071086
01	48	4.411481243179878	82.44633114303001	84.00847189684282	83.88868435786571
01	49	8.79647582268808	122.53151855355999	124.6243551868829	136.4061136507662
01	50	12.246823975583538	23.217442001380014	41.659504319541156	42.24386521946872
01	51	18.292446706269402	59.70097574382001	82.49164350546198	88.8664949273807
01	52	18.25360398500925	65.19809010824002	84.2776479460008	88.88234007178107
01	53	2.984076613065554	46.938172002630004	51.60150107881054	52.57319516126881
01	54	7.068209800985642	61.85684934731	66.34791811270406	68.93273829272948
01	55	18.829205101937987	51.12694696036	73.67215219628997	75.64532120735385
01	56	25.915713974449318	48.40980333613004	63.787231164460536	69.17473707121098
01	57	-15.474640803819057	46.83413044619	46.52953746682033	62.38600014656549
01	58	15.920888438820839	43.182176343020004	61.4339539509383	61.229186995420605
