Folder	Index	∆-ML_BH	R2S_BH	CC_BH	DFT_BH
01	0	-1.0973921165890772	63.10473921682569	62.21139454218792	65.19156387352268
01	1	8.732018809274024	107.00750180825708	117.92163772531785	124.2057814032014
01	2	1.4467592820570587	30.964843599998858	33.07297422218835	33.654378714738414
01	3	8.987505354020016	77.30950183147797	87.81810951599618	97.56120140053099
01	4	0.6002970733528628	63.371996599133126	64.36418259722996	66.16225941898301
01	5	7.033439580774626	95.02232314547291	104.4850636687479	110.8569886625337
01	6	5.4283275876935875	74.33867447072407	79.27810478437459	79.5718983442639
01	7	8.791985539682344	38.35310627243598	47.249893106200034	48.99713909215643
01	8	5.208714804639584	53.291021019918844	60.02628894182271	60.49103064733208
01	9	11.02520729529735	36.22948103150702	45.94045600068057	45.156807415158255
01	10	6.597605477500565	79.07729277323233	87.36430098308483	89.80065047676908
01	11	1.7998067461866754	106.96754879897344	110.42788296577055	114.4610037668026
01	12	7.90706748312158	109.46077800248167	119.62893300806172	127.82197035654099
01	13	11.912993478331401	38.206466621515574	53.94204867564258	55.30001744523179
01	14	2.4423211333785275	85.9579112418287	86.14346846754779	104.29750936909113
01	15	8.776366032967303	114.33591222082032	126.95485284348251	131.9907007800357
01	16	7.736691662149951	112.81052592943888	122.59393518551951	133.54511613229988
01	17	4.805993532940704	76.55499761141255	82.51149432815146	87.35706677875714
01	18	3.8914372376696633	49.19244877251913	53.662326876830775	55.94453731490648
01	19	6.354794244706312	93.70943382324185	101.01738691143692	100.03699195149238
01	20	12.541161799562133	58.191263946151594	70.32873448642204	70.67851068713935
01	21	-0.9347961435104821	100.67893361259485	104.37700490356656	107.48215970079764
01	22	9.072486385067634	111.95343990781112	117.47276191896526	123.75156930458616
01	23	2.8420815727693025	76.20469100994524	81.69588333519641	87.50718862557551
01	24	7.395096661639769	72.45293624984333	82.72862192601315	89.017174847977
01	25	7.0928964731131146	75.98570470351842	83.67041063331999	83.11839264564333
01	26	7.5930840656844225	116.59011288973852	125.52473112996086	134.07895751859178
01	27	0.009988216974392117	81.02133586761192	78.29774441572954	96.58180036535487
01	28	6.1585778060193945	123.76423435090692	132.4193567892071	153.20485162272234
01	29	2.269240174298659	58.861021664808504	67.26593795034569	75.72918908848078
01	30	2.011326104793852	18.09999768238049	21.377957027609227	23.181035758549115
01	31	4.984275110720262	95.11640700532007	101.32344887015643	101.67996346586733
01	32	10.86024341565826	62.84984247694956	74.91788587166229	82.39769339884515
01	33	10.233717385809285	74.54227915685624	85.20690997244674	87.63708375702845
01	34	2.746595516105458	64.54785344141419	72.88352937463787	72.36077105690492
01	35	5.725382161149355	92.69530307268724	99.1874307015969	101.63563580391929
01	36	11.282200295919722	63.65735448180931	78.92242729931604	80.17458112922031
01	37	10.89165803288077	87.97025380370906	100.61309243700816	107.93934896151768
01	38	4.827695453589683	78.18422713549808	85.6666013408103	89.17503362672869
